orf_name,replicate_1_PAS_nuc,replicate_2_PAS_nuc
YEL032W,89956,89956
YKL058W,330651,330651
YER147C,462894,462906
YJL151C,136364,136362
YBR057C,352032,352032
YGR004W,504644,504483
YDL136W,218480,218480
YDR145W,748653,748653
YNL282W,108620,108631
YMR274C,814413,814416
YOL158C,19283,19284
YGR221C,937102,937126
YNL090W,457546,457402
YER060W,276388,276388
YDR190C,840540,840530
YPL211W,154209,154231
YBR217W,658703,658703
YOR217W,752188,752188
YAR035W,192309,192309
YDL022W,413151,413151
YER113C,387712,387712
YDR267C,1002332,1002210
YHR016C,136687,136687
YNL280C,108967,108968
YNL064C,505756,505756
YJL159W,122011,122076
YCR100C,301232,301352
YBR286W,776286,776286
YFL020C,99239,99239
YGR289C,1073961,1073962
YEL042W,75406,75377
YGR032W,553991,554007
YER086W,330336,330334
YGR156W,801877,801863
YPR167C,876874,876874
YEL048C,64630,64630
YDL116W,253746,253759
YGR104C,697422,697326
YDL080C,310491,310490
YIR016W,383515,383515
YNL141W,360641,360641
YER009W,172620,172620
YPL013C,528813,528813
YNL164C,325227,325227
YOR148C,608555,608555
YDR236C,935203,935080
YKR069W,573374,573386
YLR089C,318095,318095
YHL032C,36385,36385
YMR201C,665690,665764
YOR141C,589979,589998
YLR078C,285679,285620
YGL173C,175454,175455
YPL033C,487461,487458
YJL104W,227999,228015
YOR094W,503577,503577
YMR091C,450051,450051
YLR216C,572017,572017
YJR015W,464448,464436
YPR103W,733253,733279
YGL004C,490721,490721
YMR194C-B,652367,652367
YKL003C,436958,436958
YER007C-A,166106,166105
YIL044C,272798,272798
YJR118C,643450,643450
YMR166C,593200,593200
YKR054C,535506,535506
YMR187C,634698,634698
YLR251W,642340,642339
YHR129C,362851,362851
YDR341C,1151584,1151584
YPR182W,900488,900488
YOR036W,401340,401340
YNL278W,116657,116657
YOR098C,507800,507800
YKR013W,465016,465016
YPL190C,185144,185144
YPL221W,135643,135643
YGR127W,748015,748015
YDR505C,1456309,1456309
YEL006W,145797,145797
YML100W,73992,74060
YBR128C,492821,492821
YLR197W,547775,547774
YML046W,183559,183556
YBR019C,276350,276350
YLR254C,644289,644289
YEL072W,14781,14781
YPR006C,567252,567263
YOR278W,843842,843842
YFR046C,243049,243049
YBR280C,762558,762558
YMR009W,284577,284584
YKL176C,115508,115506
YBR252W,723192,723193
YPL043W,472063,472029
YLR270W,682468,682468
YHR148W,394402,394402
YER175C,539264,539255
YGL125W,274242,274242
YEL005C,145797,145809
YCL048W,43537,43515
YBL004W,235165,235163
YJR109C,629444,629454
YBR184W,599131,599131
YPR033C,637216,637216
YGR035W-A,557789,557789
YMR157C,571292,571301
YEL012W,132759,132759
YLR229C,604084,604067
YGR134W,761367,761367
YBL042C,138215,138215
YBL088C,50962,50962
YHR051W,210226,210226
YGR091W,667935,667935
YPL037C,481441,481441
YDL033C,392437,392501
YDR365C,1204419,1204419
YKL067W,315446,315446
YBL039C,143736,143886
YMR167W,597134,597134
YDL189W,123661,123660
YDL129W,231993,231991
YJL049W,347476,347476
YBR278W,761089,761089
YPL131W,304116,304104
YBR040W,317806,317787
YMR076C,416023,416023
YDR438W,1339393,1339403
YLR119W,386319,386318
YJL141C,147737,147772
YBR143C,530776,530776
YLR390W-A,904701,904700
YDL076C,320477,320477
YNR035C,693026,693026
YPL111W,340955,340955
YDR205W,861498,861499
YPR190C,917063,916910
YER078W-A,318743,318743
YAL011W,134277,134277
YCL048W-A,41690,41690
YLR166C,495450,495450
YIL126W,122137,122137
YDR106W,667842,667842
YNL262W,155080,155080
YKR072C,576299,576299
YGL245W,41211,41211
YDR155C,768423,768423
YFL008W,123117,123117
YJR009C,453526,453566
YDR534C,1503306,1503306
YAL025C,99998,100011
YBR205W,634975,635108
YNL065W,505492,505576
YAL064C-A,13440,13440
YIL108W,163138,162986
YEL011W,135204,135204
YOL097C,136502,136502
YGR099W,689948,689949
YGR040W,576707,576707
YMR298W,864479,864337
YDR146C,748515,748413
YNL295W,78641,78641
YDR213W,892617,892777
YHR063C,223988,223988
YJL034W,383546,383546
YOR020W-A,372194,372195
YMR242W-A,754361,754361
YGL112C,298019,298019
YAR008W,159856,159858
YBR070C,379125,379125
YPL196W,175995,175995
YHL021C,64469,64469
YPR199C,937980,937980
YHR028C,164974,164974
YML118W,33865,33865
YLR369W,861574,861574
YPL201C,169717,169711
YHL003C,100378,100378
YJR012C,459629,459629
YBR242W,705403,705403
YKL210W,42385,42385
YKL172W,127165,127165
YAR020C,176773,176773
YLL025W,95390,95402
YLR352W,833604,833606
YDL030W,399217,399268
YMR272W-B,811171,811171
YAL014C,128045,128041
YOL147C,47822,47822
YDL214C,74420,74420
YMR132C,534699,534699
YMR173W,610027,610174
YOR266W,822385,822203
YOR020C,370363,370373
YNL172W,316130,316130
YDR114C,681908,681907
YCL047C,43537,43515
YPR170W-B,883829,883829
YDL081C,309595,309595
YNL076W,485284,485284
YGL168W,187696,187696
YOR293C-A,868050,868050
YKR096W,630558,630392
YER188C-A,569526,569526
YMR315W,903946,903938
YNL091W,456291,456116
YJR098C,613088,612937
YBR229C,676247,676247
YJL071W,308020,308024
YGL229C,64306,64306
YGR271C-A,1037624,1037624
YHR110W,333100,333100
YGR165W,830246,830233
YLR093C,326185,326185
YPL259C,51100,51027
YML024W,226852,226713
YAL031C,84694,84694
YHR080C,262840,262840
YNL133C,373962,373962
YNL287W,94935,94935
YOR286W,850983,850983
YIL130W,105890,105890
YEL029C,96501,96494
YDR424C,1319366,1319366
YKL106C-A,237227,237227
YIL098C,179700,179689
YPL149W,272244,272244
YLR260W,668063,668043
YIL053W,256074,256088
YPL017C,518711,518711
YDR454C,1366168,1366168
YHR077C,252396,252409
YGR251W,996660,996649
YPR082C,704129,704127
YAL033W,83375,83375
YDR316W,1095218,1095218
YOR198C,718423,718479
YHR115C,339996,339996
YNL275W,121166,121155
YNL087W,466054,466054
YDR131C,716614,716614
YGL155W,215369,215532
YNL148C,349763,349763
YKL018W,405212,405212
YGL119W,286054,285919
YLL052C,35828,35828
YGL220W,82856,82856
YNL098C,439518,439529
YMR273C,811171,811171
YGL212W,92284,92284
YDR172W,810578,810575
YMR033W,339473,339473
YPL064C,428603,428603
YPL084W,396725,396725
YER048C,246901,246901
YGL056C,396022,396022
YER179W,549506,549498
YJL014W,409252,409252
YNL238W,204924,204924
YMR062C,394925,394925
YNL243W,190931,190917
YOL049W,240252,240252
YGR048W,590917,590917
YPL011C,533490,533490
YCR060W,224863,224863
YER183C,553198,553198
YNL068C,495546,495578
YDR460W,1384826,1384826
YER078C,316717,316717
YBR202W,628538,628545
YOL098C,132473,132475
YDL137W,217156,217156
YLR285W,708375,708389
YMR247W-A,769417,769330
YOL019W-A,288665,288664
YGL244W,43316,43316
YER075C,308311,308311
YAL005C,139393,139261
YMR215W,698566,698565
YDR045C,547721,547721
YFR005C,154244,154244
YEL041W,77659,77847
YPL066W,427679,427679
YLR438C-A,1013710,1013710
YIL042C,274937,274919
YLR290C,716951,716951
YLR054C,248620,248620
YPL030W,495309,495262
YPL133C,299793,299793
YOL101C,126894,126894
YMR148W,560951,560951
YDR229W,926152,926152
YGL184C,154549,154711
YNL199C,264759,264759
YHR143W,386749,386749
YHL014C,76078,76078
YNL084C,469956,470030
YNL144C,352727,352727
YGR002C,498254,498236
YGR037C,559575,559575
YNL241C,196192,196192
YDR330W,1129612,1129612
YDR393W,1261349,1261349
YJR094W-A,608913,609083
YJR053W,535727,535727
YBR200W,622665,622665
YOL062C,210524,210525
YJR101W,619095,619095
YPR104C,733253,733279
YPR027C,620368,620368
YIR013C,380104,380104
YMR206W,676798,676798
YGR245C,979532,979532
YLR328W,786230,786196
YLR299W,728100,728251
YIL034C,289109,289109
YKL109W,234161,234161
YPL150W,271119,271119
YNL156C,341003,340998
YPR015C,590036,590049
YHR185C,474705,474705
YOR019W,370363,370373
YFL052W,29553,29553
YNL009W,616070,616070
YNL096C,443281,443281
YPL012W,533490,533490
YJL011C,414130,414237
YFL049W,38777,38777
YPL265W,43277,43277
YAL038W,73435,73435
YPR067W,682944,682944
YBL086C,61229,61229
YOR152C,617379,617379
YNL256W,167258,167259
YLR221C,578220,578220
YGR195W,889653,889641
YBL071C-B,89419,89419
YOR160W,636846,636846
YHR062C,222770,222770
YGR027C,534015,534015
YDR107C,668815,668817
YER082C,324123,324123
YBR207W,636634,636651
YCR088W,266913,266913
YDR141C,734706,734706
YLR223C,581998,581998
YGR012W,514332,514331
YER053C,258594,258594
YCR087C-A,263906,263906
YDL043C,375515,375515
YHL001W,105199,105199
YPR143W,819222,819221
YDR056C,564827,564827
YDR524C-B,1489202,1489202
YJL031C,386245,386176
YLR190W,537007,536999
YKL148C,169090,169091
YML074C,119984,119984
YFL009W,118566,118566
YOR056C,430240,430280
YLR337C,802505,802505
YCR068W,238691,238691
YCR105W,310172,310169
YLR363C,852528,852528
YML048W,179825,179828
YAL018C,118561,118561
YOR021C,372597,372597
YKL046C,350991,350991
YIL155C,51463,51463
YDL049C,365055,365055
YPR058W,674851,674851
YOR316C,906165,906107
YOL088C,153724,153724
YOR163W,643453,643453
YLR213C,566554,566554
YOL117W,99433,99433
YCL029C,68419,68419
YBR016W,270792,270789
YLR353W,836314,836314
YHR188C,481828,481828
YJL126W,185585,185585
YKR036C,508607,508607
YKR055W,549313,549322
YNL029C,577097,577097
YHR204W,508809,508809
YFR004W,154464,154464
YER007W,166176,166176
YLR276C,694886,694886
YJR032W,492464,492464
YPL189C-A,188100,188100
YJL181W,87628,87628
YIL001W,355514,355477
YJR149W,708306,708298
YPL119C-A,324009,324058
YNR069C,761161,761161
YKR060W,557361,557361
YLR396C,910139,910139
YDL120W,246530,246530
YPR096C,724939,724939
YJR036C,500605,500601
YCR028C,170640,170635
YER129W,420988,420867
YLR268W,680857,680857
YNL010W,614372,614372
YDR399W,1270838,1270838
YOR341W,966264,966219
YNL008C,616070,616070
YER032W,217958,217958
YJR050W,529617,529615
YLR313C,760732,760732
YCR099C,300877,300927
YNL309W,54108,54182
YNL020C,595478,595478
YML063W,147398,147398
YKL040C,360761,360761
YMR193W,651014,650848
YGR227W,949179,949179
YOR008C-A,342940,342940
YNL181W,299576,299576
YPR144C,819736,819754
YER071C,301829,301979
YPR160W,864004,864004
YNR061C,742532,742532
YNL225C,222672,222669
YLR207W,559509,559517
YPL106C,349955,349955
YLR141W,424741,424734
YDR529C,1495961,1495961
YOR351C,995100,995103
YBL014C,198942,198942
YGR078C,639743,639748
YOR052C,426553,426557
YKL079W,288728,288726
YBR089C-A,426100,426100
YBL051C,122551,122551
YNL286W,96077,96077
YBR182C,593261,593261
YDL072C,329836,329836
YBR003W,244454,244454
YHR210C,520484,520484
YHR015W,136779,136770
YDR083W,613324,613323
YNL045W,544968,544969
YPR037C,646455,646455
YBR028C,294271,294271
YLR031W,204704,204704
YOR100C,513200,513200
YJL134W,159592,159604
YDR507C,1462210,1462210
YMR198W,661717,661724
YHR005C,113477,113418
YIR018W,385351,385387
YPL203W,167649,167649
YGR167W,833265,833274
YOR259C,812223,812223
YBL099W,38956,38956
YAR023C,179366,179366
YOR250C,800955,800955
YGR146C-A,785155,785155
YER081W,324311,324312
YOL125W,85199,85199
YML101C,69738,69703
YHR123W,356176,356162
YLR068W,271543,271668
YLR042C,229879,229879
YKL154W,162368,162369
YCL011C,102034,102034
YOL003C,321783,321783
YBR164C,567820,567820
YKL146W,173890,173890
YOR377W,1048123,1047937
YOL022C,280091,280091
YIL047C,264873,264873
YMR192W,649429,649448
YIL051C,257672,257672
YBR050C,337252,337252
YBL040C,141974,141974
YMR240C,749957,749957
YKL155C,159390,159390
YLR138W,421363,421517
YDR335W,1144899,1144841
YEL017W,124817,124821
YMR172W,608220,608220
YGL176C,171274,171274
YJL058C,326105,326107
YOL004W,321622,321564
YER072W,303260,303260
YFR011C,166518,166515
YBR291C,783570,783571
YHL039W,23667,23667
YPR016C,592035,592035
YNL001W,628589,628589
YDR470C,1399575,1399520
YKL208W,47986,47986
YOR165W,647097,647097
YGL142C,236169,236172
YGL227W,72801,72811
YPL273W,26172,26172
YOL069W,200483,200487
YEL056W,48388,48388
YGR056W,604526,604526
YLR361C,847046,847022
YJL041W,368538,368538
YOR006C,337614,337614
YJL117W,193677,193677
YCL016C,94576,94578
YGL180W,162739,162787
YIL154C,53977,53979
YDR019C,484014,484080
YER182W,553414,553419
YKR062W,560791,560792
YDL202W,99294,99290
YAL007C,137579,137458
YJL102W,233952,233950
YOL155C,28505,28518
YNL025C,584017,584018
YFL040W,52952,52931
YOR376W-A,1045425,1045425
YJL185C,82095,82095
YIR018C-A,385543,385543
YCR076C,249181,249176
YLR448W,1030094,1030090
YHL006C,98029,98029
YGR033C,553991,554007
YHR191C,486241,486241
YCR015C,141157,141161
YJL216C,24085,24085
YML111W,49894,49894
YPR171W,885551,885535
YJR142W,698314,698314
YDR262W,994144,994155
YDR496C,1441428,1441432
YNL155W,343478,343478
YGR015C,520824,520824
YAL054C,42907,42907
YNL007C,618356,618508
YKL130C,195241,195241
YGR261C,1014213,1014201
YER161C,499082,499082
YGR229C,949179,949179
YIL050W,259920,259950
YOL109W,110700,110712
YOR073W,466760,466760
YDR397C,1266121,1266122
YAL015C,126990,126990
YFR048W,248123,248123
YMR063W,397712,397712
YOL014W,300243,300243
YFL028C,79168,79356
YFR033C,224262,224262
YMR069W,408810,408810
YER140W,453415,453415
YGL017W,461421,461421
YDL142C,201531,201531
YBR073W,386056,386056
YDR216W,899048,899078
YPL019C,514523,514515
YGL170C,184212,184166
YLL050C,39666,39628
YIL096C,181913,181978
YOR069W,455909,455965
YDL056W,355404,355415
YHR106W,326827,326827
YLR412C-A,950179,950279
YJR084W,585237,585237
YNL004W,624787,624787
YPR156C,837689,837682
YGL092W,341846,341946
YLR305C,738128,738128
YBL034C,153677,153677
YLR383W,888704,888601
YGL221C,81340,81340
YBR119W,480430,480423
YHR158C,413482,413482
YIL033C,290308,290319
YCR046C,209900,209907
YBR129C,494122,494122
YHR091C,284873,284873
YDR430C,1325529,1325529
YDR528W,1495961,1495961
YPL231W,114361,114361
YER043C,235651,235651
YOR032W-A,392345,392345
YJR115W,640675,640675
YML036W,206497,206497
YIL056W,251907,251907
YPL076W,411491,411430
YCR008W,130510,130509
YDR163W,781972,782139
YPR083W,706685,706685
YPR133C,795898,795952
YDR180W,825813,825813
YOR320C,913539,913539
YOL113W,106429,106310
YLR342W,815761,815761
YPR020W,600339,600395
YIL091C,190915,190942
YPL115C,331806,331806
YDL233W,38255,38254
YER105C,367785,367785
YIR014W,381717,381717
YLR367W,857272,857272
YBR053C,339587,339588
YLR362W,852177,852177
YIL049W,260910,260911
YDR386W,1248157,1248157
YDR174W,813000,813011
YKL125W,210204,210223
YLR013W,171831,171831
YMR149W,562005,561987
YOR066W,451559,451560
YJL074C,299154,299154
YLR418C,956734,956734
YJL162C,113622,113622
YBR094W,434324,434324
YHR039C,184782,184662
YFL007W,129922,129894
YOR372C,1034554,1034556
YKL086W,278850,278843
YDR389W,1254705,1254705
YLR432W,1004237,1004237
YLR423C,971632,971632
YKL052C,339730,339730
YNL137C,368538,368607
YCR090C,272328,272315
YNR070W,769376,769376
YBL007C,212614,212614
YNR002C,633045,633045
YNL214W,246488,246488
YIL062C,243930,243940
YGL127C,270184,270301
YNL248C,181117,181195
YBR180W,591498,591496
YJL047C,349371,349371
YBR170C,576228,576243
YIL156W-B,48127,48126
YOL039W,254753,254878
YBR273C,748007,747987
YGL006W,489524,489524
YPR198W,935673,935673
YNR057C,733235,733235
YMR236W,743716,743716
YER132C,424996,424996
YLL005C,138022,137953
YJL097W,246236,246236
YGR106C,698949,698949
YNL062C,508683,508683
YNL299W,68591,68591
YDR043C,542651,542651
YHR057C,218114,218106
YER054C,262003,262011
YPL234C,104765,104768
YNL314W,45364,45364
YLR162W-A,490497,490497
YGL253W,25638,25638
YKL195W,77162,77162
YKL009W,426987,426987
YML116W,39968,39968
YJL168C,102043,102043
YPR148C,826804,826804
YGL130W,267628,267628
YIL109C,157226,157226
YBR136W,513016,513016
YJL137C,154851,154848
YOR365C,1023445,1023444
YER024W,204955,204954
YDR109C,673385,673306
YGR158C,805170,805170
YDR119W,690643,690643
YMR056C,387275,387254
YLR055C,251196,251325
YBR297W,802177,802177
YFR010W,166727,166727
YLR201C,549350,549350
YLR003C,156863,156863
YGR152C,794630,794632
YBR061C,364561,364561
YMR208W,685943,685943
YGR208W,912910,912910
YFR052W,253275,253275
YJR144W,701816,701808
YHR049W,207365,207365
YLR340W,806943,806944
YDL141W,205398,205398
YJL042W,365645,365510
YMR256C,778727,778726
YLR185W,523429,523312
YNL173C,308784,308906
YGL207W,102145,102168
YOL093W,143775,143775
YHL025W,55995,55995
YMR164C,586866,586866
YOR044W,413604,413605
YIL036W,287507,287507
YAL043C,58704,58719
YNL012W,611689,611712
YEL038W,81205,81205
YER098W,357802,357801
YKR090W,611229,611229
YKL132C,193309,193309
YNL207W,256856,256858
YHR048W,206452,206452
YPL143W,282975,282931
YMR315W-A,904293,904296
YBR157C,553469,553469
YBR107C,453818,453818
YMR133W,537659,537522
YLR151C,441380,441380
YBR076W,391237,391343
YOR172W,656650,656842
YLR443W,1024113,1023985
YLL045C,47768,47768
YGL145W,232504,232504
YJL192C,72537,72537
YIL089W,196249,196249
YAL036C,74759,74759
YJR151W-A,717533,717533
YFR027W,208506,208520
YBL067C,93619,93619
YER104W,367677,367677
YCR065W,231295,231333
YIL149C,62991,62991
YFR038W,232094,232094
YPL241C,95298,95298
YBR048W,334087,334087
YPR174C,887918,887880
YMR138W,545699,545699
YGR179C,853551,853551
YPR135W,802005,801965
YGR247W,985682,985682
YNL208W,255179,255179
YKL144C,175806,175652
YOR075W,469321,469345
YLR267W,679924,679924
YNL329C,19600,19598
YMR101C,468421,468421
YML062C,147398,147529
YHR066W,230911,230911
YDR338C,1147200,1147200
YML003W,264335,264382
YDR135C,722854,722854
YBL102W,25036,25036
YLR307W,746480,746480
YNL130C-A,381257,381257
YBR215W,655351,655351
YFL018C,101640,101640
YGR001C,497156,496981
YKL204W,55689,55689
YGR263C,1017973,1017965
YBR135W,505439,505439
YKL135C,186452,186452
YPR032W,637412,637410
YMR154C,566053,566053
YMR181C,623451,623451
YLR195C,541839,541933
YNR006W,638941,639014
YBR132C,499419,499419
YGR204W,908796,908796
YFR037C,227420,227301
YGL007C-A,482842,482838
YOL111C,108226,108272
YKR102W,649941,649941
YKL074C,294631,294631
YDL240W,26121,26121
YKL105C,238934,238875
YDR153C,766522,766522
YBR130C,495470,495470
YBR196C-A,614094,614093
YNR016C,654624,654496
YDR179W-A,820918,820918
YDL197C,104643,104643
YER121W,402705,402705
YDR276C,1013260,1013199
YMR083W,436063,436063
YFL024C,87534,87543
YJL204C,50643,50640
YGL206C,102273,102273
YPR128C,791077,791077
YLR287C,710858,710858
YIL093C,187851,187843
YOR027W,382997,382997
YDR447C,1354718,1354623
YBL098W,40690,40690
YHR098C,299006,298914
YGR150C,790323,790323
YNL259C,157561,157561
YHR179W,463859,463859
YOL151W,44721,44721
YJR119C,644357,644357
YBR147W,537471,537468
YIL074C,220994,220994
YNL255C,167024,166992
YHR014W,132878,132878
YLR006C,161603,161769
YHR207C,514753,514753
YHR060W,221274,221273
YHL030W,45660,45645
YGL148W,227537,227537
YGR279C,1048659,1048659
YHR157W,413649,413661
YER166W,517553,517580
YBL105C,14154,14133
YKR021W,482140,482123
YMR216C,698594,698595
YGR194C,885932,886019
YJL148W,141307,141306
YGL197W,129536,129508
YKL121W,216854,216854
YNL061W,512616,512617
YCR054C,218169,218081
YDL170W,158046,158062
YER045C,239962,239962
YOR070C,455909,455909
YOL094C,141584,141584
YKL062W,325377,325377
YOR038C,402597,402597
YLR174W,505768,505768
YNL169C,316130,316130
YLR289W,716951,716951
YEL007W,143995,143995
YNL027W,581673,581673
YLR245C,626509,626588
YDR427W,1323523,1323549
YDR254W,966430,966435
YBL027W,169554,169554
YDR374C,1223514,1223514
YLL038C,65839,65839
YBL009W,209409,209409
YOL013C,301389,301389
YMR068W,407680,407680
YMR258C,782646,782636
YFR049W,249087,249090
YMR189W,640711,640711
YNL044W,545998,545998
YCL033C,62676,62676
YJL153C,134239,134251
YDR111C,677903,677889
YLR010C,167095,167095
YGR110W,714989,714989
YER053C-A,261014,260997
YBR189W,605607,605612
YDR086C,616834,616834
YJR122W,651391,651249
YKR063C,560627,560627
YER152C,472570,472562
YDL121C,244856,244856
YPL069C,422621,422621
YGL010W,476302,476302
YNL294C,78470,78470
YGR271W,1037816,1037815
YOR145C,605243,605243
YAR015W,170350,170350
YMR145C,554560,554560
YLR336C,799646,799590
YER125W,413074,413074
YBR276C,757591,757633
YDL024C,408469,408469
YPR017C,593271,593423
YFL010C,114924,114924
YLR442C,1019320,1019320
YBR250W,720594,720594
YPL200W,171928,171919
YDR463W,1388499,1388499
YOL103W,125951,125951
YJL217W,23845,23844
YDR404C,1276444,1276444
YDL146W,194213,194213
YMR025W,324216,324217
YAR033W,188880,188880
YNL122C,397944,397915
YNL083W,473153,473143
YJL027C,391810,391777
YJL066C,313953,313953
YGR256W,1006421,1006421
YPR023C,608710,608710
YNR047W,711383,711386
YPL118W,327783,327782
YMR223W,718450,718449
YNL298W,71460,71460
YDR046C,548719,548712
YEL023C,108364,108364
YOL064C,206088,206095
YOR085W,483248,483248
YDL021W,415042,415042
YIR032C,414926,415045
YGL216W,87267,87267
YDR253C,963942,963937
YER130C,420988,420867
YDR519W,1480997,1480997
YIL097W,182096,182099
YLR409C,934459,934459
YMR121C,509735,509735
YGR125W,745497,745499
YER172C,529401,529402
YCR028C-A,172779,172779
YML086C,95670,95669
YIR021W-A,398747,398747
YPL167C,232436,232436
YDR014W-A,478531,478531
YPR165W,876160,876159
YDR312W,1089031,1089031
YBR267W,741078,741078
YDL075W,323112,323125
YKL164C,141441,141441
YKL087C,277022,277022
YMR036C,341665,341674
YHR128W,363053,363053
YIL132C,99812,99784
YGL205W,110456,110456
YLR233C,607118,607118
YMR227C,722392,722402
YMR221C,713913,713912
YHR176W,455686,455686
YIR038C,423618,423618
YDR031W,504071,504071
YMR125W,520622,520605
YPR188C,911914,911942
YOR150W,612652,612652
YOL066C,202732,202732
YGL137W,252982,252985
YKL039W,364501,364351
YPL141C,283144,283301
YJL112W,207540,207540
YLR211C,563356,563356
YJR055W,539297,539347
YOL121C,91899,91880
YDR444W,1352335,1352313
YKL194C,77162,77162
YIL002W-A,350660,350669
YMR250W,772822,772822
YIL145C,76345,76345
YDR349C,1172313,1172313
YCR107W,314962,314961
YPR051W,665621,665642
YDR217C,899433,899420
YDL210W,85963,85963
YFR014C,172279,172279
YBR172C,579012,578941
YER173W,538454,538454
YGR136W,763499,763499
YFR016C,177008,177014
YOL001W,326237,326238
YPL195W,179012,179010
YER015W,186944,186944
YPL055C,453830,453830
YIL008W,342974,342864
YJL176C,91776,91892
YKL205W,53435,53435
YLR364W,854305,854305
YDR420W,1311766,1311766
YJR090C,590717,590717
YDR300C,1061368,1061371
YLR149C,437687,437687
YNL192W,279913,279913
YBR287W,777886,777886
YLL012W,127381,127249
YAL028W,94659,94659
YLR150W,441589,441589
YBL080C,72934,72934
YNL138W,368538,368607
YBR118W,479145,479145
YKL091C,269721,269723
YML128C,15032,14992
YDL085W,304809,304809
YLL011W,129028,129028
YKL170W,131255,131255
YER023W,201914,201914
YKL189W,86072,86072
YDL073W,329548,329573
YKL053C-A,339016,339016
YBL049W,127196,127196
YKL116C,221175,221208
YJL038C,375058,375058
YAR019C,172129,172129
YBR236C,690177,690174
YHR197W,496340,496340
YOR164C,643281,643290
YDR169C,792011,792011
YGR186W,870085,870090
YBL038W,146909,146919
YGR243W,977932,977932
YCL056C,26829,26817
YBR211C,646033,646033
YDL118W,247781,247781
YGR159C,806224,806212
YDL181W,135522,135522
YBR243C,705403,705403
YNR060W,742360,742361
YCL031C,64497,64497
YDL199C,101308,101308
YBR220C,662897,662897
YCR007C,125964,125964
YKR077W,584745,584725
YJL088W,269927,269927
YMR263W,795560,795560
YLR441C,1017930,1017933
YHR052W,212157,212157
YJR003C,440988,440988
YPL163C,241737,241737
YML105C,57677,57663
YPL070W,422999,422999
YDR275W,1013260,1013199
YGL179C,163405,163405
YNL213C,246316,246316
YKL119C,218521,218521
YGL045W,415910,415910
YIL116W,144231,144231
YOL148C,45620,45620
YIL165C,33785,33785
YPL210C,154209,154231
YJL190C,74782,74782
YDL044C,373954,373954
YER093C-A,347876,347878
YBR279W,762795,762773
YDL042C,376741,376741
YHL034C,32984,32984
YER153C,473986,473986
YEL049W,64048,64048
YKL108W,235887,235887
YNL218W,240324,240324
YPL093W,373232,373232
YOR251C,802529,802529
YDR210W,871440,871440
YMR034C,339473,339473
YJL212C,33665,33665
YLR128W,399673,399673
YOL087C,154968,154968
YDL060W,344144,344144
YDR281C,1021928,1021928
YDL018C,422482,422482
YDL064W,338154,338154
YNL183C,293016,293016
YOR234C,778383,778383
YHR027C,161518,161518
YBR210W,646301,646301
YOL077C,185789,185777
YMR039C,348550,348550
YKR039W,516913,516913
YMR235C,741280,741277
YHL022C,62986,62986
YPL171C,226070,226070
YJL130C,165542,165548
YIL072W,228447,228409
YPR145C-A,824631,824631
YGL224C,77901,77901
YNL071W,493175,493175
YML121W,28026,28026
YNL003C,624787,624787
YLR079W,287796,287796
YNL269W,138004,138091
YHR139C,378317,378317
YNL217W,241319,241329
YER141W,455201,455201
YBL052C,119351,119352
YJR046W,523867,523867
YDR318W,1105156,1105156
YIR033W,419575,419575
YNR051C,716430,716430
YLR191W,538561,538560
YJL173C,96175,96177
YKR051W,532229,532228
YPR088C,711390,711390
YMR001C-A,271287,271288
YMR042W,353460,353442
YLR180W,516662,516714
YLL022C,98919,98909
YCL052C,33969,33969
YDR320C,1105965,1105965
YBR196C-B,614478,614478
YPL258C,53478,53478
YOR175C,659569,659571
YNL132W,378484,378484
YDL048C,366761,366722
YDR319C,1104982,1104859
YKL101W,253495,253496
YNL070W,493753,493685
YNL119W,402730,402753
YJL179W,89272,89311
YOR130C,569842,569855
YDR298C,1058072,1058072
YHR076W,252396,252409
YPL228W,120277,120283
YOR194C,711526,711526
YNL049C,535216,535216
YKL094W,264319,264319
YBL024W,174754,174721
YOR091W,494617,494600
YDR308C,1077975,1077893
YNL035C,568254,568215
YLR072W,281038,281040
YGR117C,724852,724852
YBR015C,267634,267634
YMR129W,531978,532066
YDR226W,917237,917236
YML082W,103819,103834
YCR050C,213441,213450
YJL080C,285523,285523
YKL191W,82637,82637
YJR054W,537828,537838
YAR018C,170350,170350
YPR002W,560042,560042
YPL180W,207850,207850
YOL032W,266266,266266
YKL006W,432875,432876
YFR026C,205661,205661
YPL125W,316505,316505
YAL030W,87858,87858
YOL095C,139251,139251
YPR063C,677563,677548
YKL110C,228842,228837
YGR177C,848595,848666
YOR324C,923117,923117
YML088W,94268,94251
YMR143W,552921,552922
YGR052W,594895,594913
YPR052C,665431,665431
YER095W,351319,351319
YNL200C,263528,263698
YPL018W,518711,518711
YCL010C,103627,103631
YKR099W,638353,638295
YMR276W,819958,819958
YGR162W,827080,827080
YGR094W,675630,675630
YHR058C,219040,219040
YHR203C,504303,504292
YEL020C,118618,118679
YPL248C,79619,79616
YDL057W,352401,352401
YML117W,37956,37956
YDR432W,1330115,1330115
YKL203C,55955,55951
YML042W,194734,194734
YOL061W,213749,213746
YMR096W,459418,459402
YPL051W,460775,460775
YPL104W,357863,357870
YGR201C,902548,902548
YLR082C,292100,292105
YOL123W,89687,89687
YPL103C,357649,357640
YCR095C,288065,288067
YDR200C,854109,854199
YJL081C,283643,283633
YKL124W,212469,212512
YMR200W,665833,665833
YOR189W,690143,690143
YNL123W,397780,397780
YOR123C,553185,553185
