orf_name,gene,TSS,chr,strand,f_gene_index,replication_timing,replication_H_index,expression_at_replication,replication_direction
YKL084W,HOT13,280468,11,+,2971,43.21038474,176,9.475943301459694,left
YKL082C,RRP14,282395,11,-,2972,40.17908474,170,12.23167529914756,left
YKL081W,TEF4,282867,11,+,2973,40.17908474,170,15.869881868533573,left
YKL080W,VMA5,284926,11,+,2974,37.14778474,164,13.848559587035131,left
YKL079W,SMY1,286548,11,+,2975,36.64258474,163,11.066123267184288,left
YKL078W,DHR2,288813,11,+,2976,36.13738474,162,10.38043749577823,left
YKL077W,YKL077W,291402,11,+,2977,34.116484740000004,158,12.336800489302826,left
YKL075C,YKL075C,294394,11,-,2978,33.61128474,157,10.298898974162672,left
YKL074C,MUD2,296188,11,-,2979,32.60088474,155,10.49930929365597,left
YKL073W,LHS1,296381,11,+,2980,32.60088474,155,12.889052971889809,right
YKL072W,STB6,299382,11,+,2981,33.10608474,156,10.301833404416799,right
YKL071W,YKL071W,305114,11,+,2982,33.10608474,156,6.519469337609841,right
YKL070W,YKL070W,306211,11,+,2983,33.10608474,156,5.04252085194253,right
YKL069W,YKL069W,307278,11,+,2984,33.61128474,157,10.213526121858935,right
YKL068W-A,YKL068W-A,309162,11,+,2985,36.13738474,162,10.444491568752102,right
YKL068W,NUP100,310080,11,+,2986,36.13738474,162,12.676376016789106,right
YKL067W,YNK1,314743,11,+,2987,37.14778474,164,12.45984723329472,right
YKL065W-A,YKL065W-A,315990,11,+,2988,37.65298474,165,5.835319258207973,right
YKL065C,YET1,317094,11,-,2989,37.65298474,165,11.755017473326786,right
YKL064W,MNR2,317565,11,+,2990,37.65298474,165,11.987752840593243,left
YKL063C,YKL063C,321676,11,-,2991,36.64258474,163,9.933067742368952,left
YKL062W,MSN4,323124,11,+,2992,36.13738474,162,10.931989748444725,left
YKL061W,BLI1,325752,11,+,2993,34.116484740000004,158,8.541093549542191,left
YKL060C,FBA1,327512,11,-,2994,31.59048474,153,18.741245615434547,left
YKL059C,MPE1,329514,11,-,2995,31.59048474,153,10.167911680974175,right
YKL058W,TOA2,330159,11,+,2996,31.59048474,153,10.622143537640076,right
YKL057C,NUP120,334035,11,-,2997,34.62168474,159,12.59991689872659,right
YKL056C,TMA19,334959,11,-,2998,34.62168474,159,16.2263772844201,right
YKL055C,OAR1,336186,11,-,2999,36.13738474,162,8.234957561245393,right
YKL054C,DEF1,338851,11,-,3000,37.65298474,165,13.303205625809616,right
YKL053C-A,MDM35,339516,11,-,3001,38.66338474,167,9.940631521539093,right
YKL052C,ASK1,340570,11,-,3002,38.66338474,167,10.98071935760602,right
YKL051W,SFK1,341150,11,+,3003,40.68428474,171,9.721253478178031,right
YKL050C,YKL050C,345620,11,-,3004,45.23118474,180,9.082106545500816,right
YKL049C,CSE4,346804,11,-,3005,45.23118474,180,10.088493569639928,right
YKL048C,ELM1,349222,11,-,3006,50.28328474,190,10.536958381633243,right
YKL047W,YKL047W,349433,11,+,3007,50.28328474,190,10.628870348478815,right
YKL041W,VPS24,360026,11,+,3008,52.30418474,194,10.28256804378843,late_trough
YKL040C,NFU1,361905,11,-,3009,51.79898474,193,11.119596074449126,left
YKL039W,PTM1,362455,11,+,3010,51.79898474,193,12.484863235748426,right
YKL038W,RGT1,365376,11,+,3011,52.30418474,194,11.39341486463636,right
YKL037W,AIM26,369365,11,+,3012,52.30418474,194,5.349800242866095,right
YKL035W,UGP1,369821,11,+,3013,52.30418474,194,13.070345526684179,left
YKL034W,TUL1,371739,11,+,3014,51.29378474,192,10.423623176472866,left
YKL033W-A,YKL033W-A,374430,11,+,3015,50.788584740000005,191,12.1644151768315,left
YKL033W,TTI1,375451,11,+,3016,50.28328474,190,10.967954864769407,left
YKL032C,IXR1,382041,11,-,3017,49.77808474,189,11.062776385497655,left
YKL029C,MAE1,384763,11,-,3018,40.17908474,170,13.073831038228445,left
YKL028W,TFA1,385729,11,+,3019,39.67388474,169,11.572485484226668,left
YKL027W,YKL027W,387506,11,+,3020,39.16868474,168,11.193846224967395,left
YKL026C,GPX1,390007,11,-,3021,38.66338474,167,7.216892491658499,early_peak
YKL025C,PAN3,392314,11,-,3022,40.17908474,170,10.548843993838167,right
YKL024C,URA6,393366,11,-,3023,44.22078474,178,11.833644460094963,right
YKL023C-A,YKL023C-A,393366,11,-,3024,44.22078474,178,11.133100810207424,right
YKL023W,YKL023W,393690,11,+,3025,44.22078474,178,9.62697423302547,right
YKL022C,CDC16,397166,11,-,3026,44.72598474,179,11.016080265731889,right
YKL021C,MAK11,398619,11,-,3027,44.72598474,179,11.719769165245415,left
YKL020C,SPT23,402134,11,-,3028,44.22078474,178,11.7236122202486,left
YKL019W,RAM2,402557,11,+,3029,44.22078474,178,11.957542652094983,left
YKL018C-A,YKL018C-A,403921,11,-,3030,43.71558474,177,10.118325562783797,left
YKL018W,SWD2,404073,11,+,3031,43.71558474,177,10.196624011793162,right
YKL017C,HCS1,407250,11,-,3032,43.71558474,177,10.097687973318747,right
YKL016C,ATP7,408061,11,-,3033,43.71558474,177,11.622285808557466,right
YKL015W,PUT3,408447,11,+,3034,43.71558474,177,12.046108865989158,left
YKL014C,URB1,416944,11,-,3035,36.13738474,162,13.18952970330695,left
YKL013C,ARC19,418039,11,-,3036,36.13738474,162,11.422618148151095,right
YKL012W,PRP40,418248,11,+,3037,36.13738474,162,10.648451492066146,right
YKL011C,CCE1,421220,11,-,3038,37.65298474,165,9.489726184348502,right
YKL010C,UFD4,425980,11,-,3039,38.66338474,167,12.505831904290659,right
YKL009W,MRT4,426207,11,+,3040,38.66338474,167,12.620783238455328,left
YKL008C,LAC1,428676,11,-,3041,38.15818474,166,12.326428427849786,left
YKL007W,CAP1,429274,11,+,3042,38.15818474,166,11.224341433939724,right
YKL006C-A,SFT1,430675,11,-,3043,38.15818474,166,10.544947441545608,left
YKL006W,RPL14A,431888,11,+,3044,37.65298474,165,13.05344404524031,left
YKL005C,BYE1,434994,11,-,3045,37.14778474,164,10.480915496379026,left
YKL004W,AUR1,435224,11,+,3046,36.64258474,163,12.125311074056745,left
YKL003C,MRP17,437486,11,-,3047,36.13738474,162,9.79992889256223,left
YKL002W,DID4,437702,11,+,3048,36.13738474,162,10.581468617453297,left
YKL001C,MET14,439430,11,-,3049,35.63218474,161,11.972256155314575,left
YKR001C,VPS1,442765,11,-,3050,33.10608474,156,13.174511791069046,left
YKR002W,PAP1,443028,11,+,3051,31.085184740000003,152,11.4254775847914,left
YKR003W,OSH6,445322,11,+,3052,28.55918474,147,11.185451297132413,left
YKR004C,ECM9,448084,11,-,3053,28.55918474,147,8.943958083522263,left
YKR005C,YKR005C,450167,11,-,3054,27.98208474,97,7.669355287255509,early_peak
YKR006C,MRPL13,451222,11,-,3055,28.55918474,147,11.06638321524664,right
YKR007W,MEH1,451415,11,+,3056,28.55918474,147,10.38281118111336,right
YKR008W,RSC4,452170,11,+,3057,28.55918474,147,11.193535933295347,right
YKR009C,FOX2,457054,11,-,3058,32.60088474,155,8.605875118597153,right
YKR010C,TOF2,461354,11,-,3059,36.64258474,163,11.090758380074286,right
YKR011C,YKR011C,462805,11,-,3060,36.64258474,163,10.075536386308807,right
YKR013W,PRY2,463920,11,+,3061,37.14778474,164,13.682634932393675,right
YKR014C,YPT52,466181,11,-,3062,37.14778474,164,11.526915733430375,right
YKR015C,YKR015C,468667,11,-,3063,38.15818474,166,7.092736808292554,right
YKR016W,FCJ1,469670,11,+,3064,39.67388474,169,11.502388900295937,right
YKR017C,YKR017C,473457,11,-,3065,44.22078474,178,9.368045660005755,right
YKR018C,YKR018C,475929,11,-,3066,45.736384740000005,181,12.100690043259398,right
YKR019C,IRS4,478146,11,-,3067,46.74678474,183,9.102168220326663,right
YKR020W,VPS51,478322,11,+,3068,46.74678474,183,8.765877458995977,right
YKR021W,ALY1,479166,11,+,3069,48.262484740000005,186,11.002871221990695,right
YKR022C,NTR2,483196,11,-,3070,48.76768474,187,9.763764304670167,right
YKR023W,YKR023W,483372,11,+,3071,48.76768474,187,10.34857373948016,right
YKR024C,DBP7,487400,11,-,3072,49.27288474,188,11.458937764019783,right
YKR025W,RPC37,487740,11,+,3073,49.27288474,188,10.973612667936866,left
YKR026C,GCN3,489737,11,-,3074,47.75728474,185,11.26458768731147,early_peak
YKR027W,BCH2,491304,11,+,3075,48.262484740000005,186,11.126946733981876,late_trough
YKR028W,SAP190,493996,11,+,3076,46.24158474,182,12.572005369373164,left
YKR029C,SET3,499873,11,-,3077,44.72598474,179,10.393913106359731,left
YKR030W,GMH1,500231,11,+,3078,44.72598474,179,10.297209145936087,left
YKR031C,SPO14,506491,11,-,3079,39.67388474,169,12.662234261764366,left
YKR034W,DAL80,506898,11,+,3080,39.67388474,169,7.587974757104196,left
YKR035W-A,DID2,507923,11,+,3081,37.14778474,164,11.009479918940766,left
YKR036C,CAF4,510664,11,-,3082,36.64258474,163,10.488591172310823,left
YKR037C,SPC34,511807,11,-,3083,36.13738474,162,9.952697492634476,early_peak
YKR042W,UTH1,519320,11,+,3084,36.64258474,163,12.954297567558822,right
YKR043C,YKR043C,521745,11,-,3085,39.16868474,168,13.21984077227512,right
YKR044W,UIP5,521956,11,+,3086,39.16868474,168,10.840148702289154,right
YKR045C,YKR045C,523998,11,-,3087,40.17908474,170,8.996068013518265,late_trough
YKR046C,PET10,525084,11,-,3088,39.16868474,168,12.366983195567663,left
YKR048C,NAP1,526660,11,-,3089,39.16868474,168,14.451931692779322,right
YKR049C,FMP46,527250,11,-,3090,40.17908474,170,9.134066007978241,right
YKR050W,TRK2,527795,11,+,3091,40.17908474,170,10.827756258605268,right
YKR051W,YKR051W,530820,11,+,3092,42.70508474,175,9.94491516936289,right
YKR052C,MRS4,533536,11,-,3093,45.23118474,180,9.826094648007942,right
YKR053C,YSR3,535281,11,-,3094,47.25208474,184,8.873800146708515,right
YKR054C,DYN1,547991,11,-,3095,50.788584740000005,191,12.79558299216915,right
YKR055W,RHO4,548175,11,+,3096,50.788584740000005,191,9.187169640428921,right
YKR056W,TRM2,549564,11,+,3097,51.79898474,193,11.53250004440929,right
YKR057W,RPS21A,551628,11,+,3098,51.79898474,193,14.685319405969665,right
YKR058W,GLG1,552770,11,+,3099,51.79898474,193,9.136534346363218,right
YKR059W,TIF1,554957,11,+,3100,52.30418474,194,13.781884057004165,right
YKR060W,UTP30,556488,11,+,3101,52.30418474,194,10.301073247536905,right
YKR061W,KTR2,557596,11,+,3102,52.30418474,194,10.209855671378213,right
YKR062W,TFA2,559576,11,+,3103,52.30418474,194,10.72709579264804,right
YKR063C,LAS1,562309,11,-,3104,52.30418474,194,10.199880076012375,right
YKR064W,OAF3,562504,11,+,3105,52.30418474,194,10.584815909679323,right
YKR065C,PAM17,565922,11,-,3106,52.30418474,194,10.868034061706796,right
YKR066C,CCP1,567203,11,-,3107,52.30418474,194,11.90886596084829,right
YKR067W,GPT2,567831,11,+,3108,52.30418474,194,10.525322564082654,right
YKR068C,BET3,570943,11,-,3109,52.30418474,194,10.948056693973806,left
YKR069W,MET1,571451,11,+,3110,51.79898474,193,11.891364695407475,left
YKR070W,YKR070W,573568,11,+,3111,51.29378474,192,10.760442653502672,left
YKR071C,DRE2,576024,11,-,3112,48.76768474,187,13.097441757291788,left
YKR072C,SIS2,578271,11,-,3113,46.24158474,182,11.356385379522564,left
YKR074W,AIM29,579218,11,+,3114,45.736384740000005,181,10.214558273552008,left
YKR075C,YKR075C,580794,11,-,3115,45.736384740000005,181,9.753112557907386,right
YKR076W,ECM4,581989,11,+,3116,45.736384740000005,181,9.114022881477343,left
YKR077W,MSA2,583626,11,+,3117,44.72598474,179,7.134780256175613,left
YKR078W,YKR078W,584962,11,+,3118,44.72598474,179,9.79211988433905,right
YKR079C,TRZ1,589518,11,-,3119,44.72598474,179,11.750498662939465,right
YKR080W,MTD1,590333,11,+,3120,44.72598474,179,10.19324284808383,right
YKR081C,RPF2,592562,11,-,3121,45.736384740000005,181,12.291311181079386,right
YKR082W,NUP133,592778,11,+,3122,45.736384740000005,181,12.367269942794508,left
YKR083C,DAD2,596891,11,-,3123,45.23118474,180,8.882570649272713,early_peak
YKR084C,HBS1,598926,11,-,3124,46.24158474,182,12.043637887057676,right
YKR085C,MRPL20,599691,11,-,3125,46.24158474,182,10.381282550270246,right
YKR086W,PRP16,599833,11,+,3126,46.24158474,182,10.747481102494694,left
YKR087C,OMA1,604238,11,-,3127,41.69468474,173,9.943908642171806,left
YKR088C,TVP38,605432,11,-,3128,41.69468474,173,10.827729139504878,left
YKR089C,TGL4,608443,11,-,3129,39.16868474,168,11.350718935219096,left
YKR090W,PXL1,608774,11,+,3130,39.16868474,168,11.184664479137588,right
YKR094C,RPL40B,618800,11,-,3131,43.21038474,176,15.35328518168198,late_trough
YKR095W,MLP1,619632,11,+,3132,41.69468474,173,13.620531406404277,early_peak
YKR095W-A,PCC1,625855,11,+,3133,46.74678474,183,9.70506327629495,right
YKR096W,YKR096W,626574,11,+,3134,46.74678474,183,11.582556853720465,right
YKR097W,PCK1,631152,11,+,3135,48.262484740000005,186,7.408556253606626,late_trough
YKR098C,UBP11,635284,11,-,3136,46.74678474,183,9.016201875207365,left
YKR099W,BAS1,635569,11,+,3137,46.74678474,183,10.990228833185254,right
YKR100C,SKG1,640320,11,-,3138,47.75728474,185,10.777875670908873,right
YKR101W,SIR1,640531,11,+,3139,47.75728474,185,9.391106102867635,right
YKR102W,FLO10,646356,11,+,3140,52.30418474,194,7.635572184677542,late_trough
YKR103W,NFT1,653080,11,+,3141,51.79898474,193,9.666965584450708,early_peak
YKR104W,YKR104W,656836,11,+,3142,52.30418474,194,7.652459519180557,right
YLL063C,AYT1,16042,12,-,3143,50.788584740000005,191,8.648201847230949,right
YLL062C,MHT1,17693,12,-,3144,50.788584740000005,191,11.136425339108914,right
YLL061W,MMP1,17950,12,+,3145,50.788584740000005,191,13.223284682783545,right
YLL060C,GTT2,21839,12,-,3146,50.788584740000005,191,9.503061371432374,left
YLL058W,YLL058W,23477,12,+,3147,50.28328474,190,10.426559678645543,left
YLL057C,JLP1,27009,12,-,3148,47.75728474,185,6.956954158908989,left
YLL056C,YLL056C,28048,12,-,3149,47.75728474,185,7.566226060666871,left
YLL055W,YCT1,29626,12,+,3150,47.25208474,184,8.509640434429624,early_peak
YLL054C,YLL054C,35256,12,-,3151,48.262484740000005,186,10.534278827659891,right
YLL053C,YLL053C,35961,12,-,3152,48.262484740000005,186,7.996890304171811,right
YLL052C,AQY2,36384,12,-,3153,48.262484740000005,186,7.416086487600884,left
YLL051C,FRE6,39542,12,-,3154,47.75728474,185,11.116471326685629,left
YLL050C,COF1,40444,12,-,3155,47.75728474,185,13.59996637220003,right
YLL049W,LDB18,40642,12,+,3156,47.75728474,185,9.554817140756713,left
YLL048C,YBT1,46434,12,-,3157,45.23118474,180,14.42405318007769,left
YLL046C,RNP1,47463,12,-,3158,44.22078474,178,7.043535308445122,left
YLL045C,RPL8B,48653,12,-,3159,44.22078474,178,16.156119850028894,right
YLL043W,FPS1,49866,12,+,3160,47.25208474,184,11.946559028002243,right
YLL042C,ATG10,52640,12,-,3161,49.27288474,188,7.304532645241405,right
YLL041C,SDH2,54009,12,-,3162,50.28328474,190,10.287037458429372,late_trough
YLL040C,VPS13,63757,12,-,3163,44.72598474,179,13.512723418039755,left
YLL039C,UBI4,65305,12,-,3164,41.18948474,172,11.638300809895412,left
YLL038C,ENT4,66569,12,-,3165,41.18948474,172,9.365738257290749,left
YLL036C,PRP19,68269,12,-,3166,39.16868474,168,11.170429253807384,left
YLL035W,GRC3,68420,12,+,3167,39.16868474,168,10.690049173765361,left
YLL034C,RIX7,73185,12,-,3168,36.64258474,163,11.874021630048594,left
YLL033W,IRC19,73396,12,+,3169,36.64258474,163,8.054569378880403,left
YLL032C,YLL032C,76853,12,-,3170,36.13738474,162,11.287073394235483,left
YLL031C,GPI13,80270,12,-,3171,34.116484740000004,158,12.588156469025938,left
YLL029W,FRA1,81359,12,+,3172,34.116484740000004,158,12.177290160604246,left
YLL028W,TPO1,84647,12,+,3173,33.10608474,156,10.16262918575421,left
YLL027W,ISA1,87257,12,+,3174,32.09568474,154,10.343725388414944,left
YLL026W,HSP104,88574,12,+,3175,32.09568474,154,14.154158175307655,left
YLL025W,PAU17,94213,12,+,3176,28.55918474,147,6.055050324155418,early_peak
YLL024C,SSA2,97516,12,-,3177,35.12698474,160,17.12232137963493,right
YLL023C,POM33,98890,12,-,3178,35.12698474,160,9.275638521544721,right
YLL022C,HIF1,100194,12,-,3179,36.64258474,163,10.649664442513313,right
YLL021W,SPA2,100804,12,+,3180,36.64258474,163,13.188283106805327,right
YLL019C,KNS1,107899,12,-,3181,43.21038474,176,10.46087110383052,right
YLL018C-A,COX19,109031,12,-,3182,43.71558474,177,8.915694261265887,right
YLL018C,DPS1,111615,12,-,3183,44.22078474,178,14.445018174423128,right
YLL015W,BPT1,116314,12,+,3184,46.24158474,182,12.514980541539856,late_trough
YLL014W,EMC6,121305,12,+,3185,45.23118474,180,10.821201141830404,left
YLL013C,PUF3,125028,12,-,3186,38.15818474,166,11.092931360931752,left
YLL012W,YEH1,125482,12,+,3187,38.15818474,166,10.868139427389538,left
YLL011W,SOF1,127513,12,+,3188,36.64258474,163,11.815925372983687,left
YLL010C,PSR1,130797,12,-,3189,36.64258474,163,9.964250311131044,left
YLL009C,COX17,131467,12,-,3190,36.13738474,162,9.677484403835866,left
YLL008W,DRS1,131700,12,+,3191,36.13738474,162,12.752344413966622,left
YLL007C,YLL007C,136376,12,-,3192,33.10608474,156,10.049371662141985,left
YLL006W-A,YLL006W-A,136345,12,+,3193,33.10608474,156,4.995327644686966,right
YLL006W,MMM1,136566,12,+,3194,33.10608474,156,10.158641848090737,right
YLL005C,SPO75,140546,12,-,3195,33.10608474,156,6.352465236033022,right
YLL004W,ORC3,141068,12,+,3196,34.62168474,159,10.064899224424655,right
YLL003W,SFI1,143154,12,+,3197,35.63218474,161,10.844688534788165,right
YLL002W,RTT109,146277,12,+,3198,35.63218474,161,9.853246071972556,right
YLL001W,DNM1,147861,12,+,3199,36.13738474,162,11.837370220078691,late_trough
YLR001C,YLR001C,154009,12,-,3200,29.56958474,149,10.584368423117866,left
YLR002C,NOC3,156371,12,-,3201,29.06438474,148,11.7865783438246,left
YLR003C,CMS1,157749,12,-,3202,28.55918474,147,10.838874426233328,early_peak
YLR004C,THI73,159817,12,-,3203,33.10608474,156,7.659669931890124,right
YLR005W,SSL1,160021,12,+,3204,33.10608474,156,11.042202283038646,right
YLR006C,SSK1,164069,12,-,3205,36.13738474,162,10.795786636007428,right
YLR007W,NSE1,164386,12,+,3206,36.13738474,162,10.005008894478646,right
YLR008C,PAM18,166195,12,-,3207,36.64258474,163,11.06268728500718,right
YLR009W,RLP24,166398,12,+,3208,36.64258474,163,11.54900446665106,right
YLR010C,TEN1,168037,12,-,3209,39.16868474,168,7.269048577602461,right
YLR011W,LOT6,169036,12,+,3210,42.19988474,174,8.819879121049082,right
YLR012C,YLR012C,170281,12,-,3211,42.19988474,174,5.43015827531683,right
YLR013W,GAT3,171339,12,+,3212,44.72598474,179,5.146278839577454,right
YLR014C,PPR1,175027,12,-,3213,47.75728474,185,10.130842822947569,right
YLR015W,BRE2,175191,12,+,3214,47.75728474,185,10.282878884963988,right
YLR016C,PML1,177450,12,-,3215,49.77808474,189,9.862035488684569,right
YLR017W,MEU1,177615,12,+,3216,49.77808474,189,11.659114321533462,right
YLR018C,POM34,179697,12,-,3217,51.29378474,192,10.688538010032506,right
YLR019W,PSR2,179983,12,+,3218,51.29378474,192,10.56007166704292,right
YLR020C,YEH2,183445,12,-,3219,52.30418474,194,11.391715869284104,right
YLR021W,IRC25,183592,12,+,3220,52.30418474,194,10.000558071648596,right
YLR022C,SDO1,184928,12,-,3221,52.30418474,194,11.092710316658389,right
YLR023C,IZH3,187318,12,-,3222,52.30418474,194,11.619697449741913,right
YLR024C,UBR2,193466,12,-,3223,52.30418474,194,11.610133680160022,right
YLR025W,SNF7,194404,12,+,3224,52.30418474,194,11.271172260359517,right
YLR026C,SED5,196588,12,-,3225,52.30418474,194,10.75281120198041,left
YLR027C,AAT2,198114,12,-,3226,51.79898474,193,14.236483525351588,left
YLR028C,ADE16,201469,12,-,3227,47.25208474,184,13.218537963223692,left
YLR029C,RPL15A,202614,12,-,3228,47.25208474,184,16.956522642241183,left
YLR030W,YLR030W,203290,12,+,3229,44.72598474,179,6.3038688528504,left
YLR031W,YLR031W,204225,12,+,3230,44.72598474,179,7.64557383479747,right
YLR032W,RAD5,204941,12,+,3231,44.72598474,179,10.033156909840178,left
YLR033W,RSC58,208709,12,+,3232,43.71558474,177,11.274638462437894,left
YLR034C,SMF3,212093,12,-,3233,40.17908474,170,11.344549715165805,left
YLR036C,YLR036C,222186,12,-,3234,32.09568474,154,8.759214557355513,left
YLR037C,PAU23,223257,12,-,3235,29.56958474,149,6.513324812482222,left
YLR038C,COX12,225238,12,-,3236,27.98208474,97,11.167546072782018,early_peak
YLR039C,RIC1,228535,12,-,3237,28.55918474,147,11.56378582200558,right
YLR047C,FRE8,241644,12,-,3238,34.62168474,159,10.175106677048301,right
YLR048W,RPS0B,242191,12,+,3239,34.62168474,159,16.2627901082897,right
YLR049C,YLR049C,245364,12,-,3240,36.64258474,163,9.602923298338304,right
YLR050C,YLR050C,246084,12,-,3241,36.64258474,163,11.77759142435812,right
YLR051C,FCF2,246999,12,-,3242,36.64258474,163,10.974299814082206,right
YLR052W,IES3,247196,12,+,3243,38.15818474,166,10.585998520366129,right
YLR053C,YLR053C,248426,12,-,3244,38.15818474,166,5.449152433701007,right
YLR054C,OSW2,250978,12,-,3245,38.66338474,167,6.754810314969746,right
YLR055C,SPT8,253139,12,-,3246,44.22078474,178,11.463617821617984,right
YLR056W,ERG3,253805,12,+,3247,44.22078474,178,13.765409784090323,right
YLR057W,YLR057W,255242,12,+,3248,44.72598474,179,11.07230379120477,right
YLR058C,SHM2,259441,12,-,3249,45.736384740000005,181,14.399316138455994,right
YLR059C,REX2,260537,12,-,3250,45.736384740000005,181,11.453149538344801,right
YLR060W,FRS1,260951,12,+,3251,45.736384740000005,181,14.114893983335145,right
YLR061W,RPL22A,263173,12,+,3252,49.77808474,189,16.24797294623895,right
YLR063W,YLR063W,264234,12,+,3253,49.77808474,189,8.929986824901544,right
YLR064W,PER33,265401,12,+,3254,50.28328474,190,10.976401758000106,right
YLR065C,YLR065C,266951,12,-,3255,50.28328474,190,11.086497380588066,right
YLR066W,SPC3,267141,12,+,3256,50.788584740000005,191,11.076143256357577,right
YLR067C,PET309,270710,12,-,3257,52.30418474,194,10.673831988137279,right
YLR068W,FYV7,270972,12,+,3258,52.30418474,194,9.319835944990642,left
YLR069C,MEF1,273922,12,-,3259,51.79898474,193,11.614216578234265,early_peak
YLR070C,XYL2,275037,12,-,3260,52.30418474,194,7.854080743397186,right
YLR071C,RGR1,278660,12,-,3261,52.30418474,194,12.110412271549333,right
YLR072W,YLR072W,278843,12,+,3262,52.30418474,194,10.524968943213992,left
YLR073C,RFU1,281742,12,-,3263,49.77808474,189,10.20119372633508,left
YLR074C,BUD20,282491,12,-,3264,49.77808474,189,11.082313775811334,right
YLR075W,RPL10,282907,12,+,3265,49.77808474,189,17.530970521282637,left
YLR077W,FMP25,283842,12,+,3266,48.76768474,187,10.818197043296706,left
YLR078C,BOS1,286613,12,-,3267,46.74678474,183,10.28496368791306,left
YLR079W,SIC1,286773,12,+,3268,46.74678474,183,8.600346362347954,left
YLR080W,EMP46,287986,12,+,3269,46.24158474,182,8.251162941517224,left
YLR081W,GAL2,290212,12,+,3270,45.23118474,180,5.6232375596916295,left
YLR082C,SRL2,293629,12,-,3271,45.23118474,180,9.227800094063875,right
YLR083C,EMP70,296259,12,-,3272,46.74678474,183,13.05146230548697,right
YLR084C,RAX2,300293,12,-,3273,48.262484740000005,186,12.986887666665705,right
YLR085C,ARP6,302019,12,-,3274,50.28328474,190,10.250543874368983,right
YLR086W,SMC4,302188,12,+,3275,50.28328474,190,11.989696188350653,right
YLR087C,CSF1,315855,12,-,3276,52.80938474,195,12.744522836008652,right
YLR088W,GAA1,316076,12,+,3277,52.80938474,195,11.431283037738373,right
YLR089C,ALT1,320237,12,-,3278,52.80938474,195,11.53022281556646,right
YLR090W,XDJ1,320684,12,+,3279,52.80938474,195,10.784363525994868,left
YLR091W,GEP5,322274,12,+,3280,52.30418474,194,8.734853357361992,left
YLR092W,SUL2,323500,12,+,3281,52.30418474,194,10.789558346921151,left
YLR093C,NYV1,327471,12,-,3282,50.788584740000005,191,10.644860801844828,left
YLR094C,GIS3,329258,12,-,3283,50.28328474,190,9.002911612480961,left
YLR095C,IOC2,332129,12,-,3284,49.27288474,188,11.327719380587371,left
YLR096W,KIN2,332388,12,+,3285,49.27288474,188,12.148961911140766,left
YLR097C,HRT3,337324,12,-,3286,46.24158474,182,10.207542868696326,left
YLR098C,CHA4,339473,12,-,3287,44.72598474,179,10.22093852992524,left
YLR099C,ICT1,340951,12,-,3288,44.72598474,179,10.879426034550313,left
YLR099W-A,YLR099W-A,341292,12,+,3289,44.22078474,178,11.554497026897534,left
YLR100W,ERG27,341787,12,+,3290,44.22078474,178,13.208143709266237,right
YLR102C,APC9,343781,12,-,3291,44.22078474,178,8.885453642796776,right
YLR103C,CDC45,346020,12,-,3292,44.72598474,179,9.546666849254317,right
YLR104W,LCL2,346546,12,+,3293,44.72598474,179,10.41876525516714,right
YLR105C,SEN2,348206,12,-,3294,44.72598474,179,10.184726073270468,left
YLR106C,MDN1,363858,12,-,3295,28.55918474,147,14.742346383784582,left
YLR107W,REX3,364117,12,+,3296,28.55918474,147,10.148193572656876,left
YLR114C,AVL9,377304,12,-,3297,27.98208474,97,11.713145916575796,left
YLR115W,CFT2,377966,12,+,3298,27.98208474,97,11.32508221281667,right
YLR116W,MSL5,380841,12,+,3299,28.55918474,147,9.486370092205737,right
YLR117C,CLF1,384535,12,-,3300,35.12698474,160,10.806866160443164,right
YLR118C,YLR118C,385444,12,-,3301,36.13738474,162,10.298321123637363,right
YLR119W,SRN2,385558,12,+,3302,36.13738474,162,8.679007901351511,right
YLR120C,YPS1,388334,12,-,3303,36.64258474,163,11.868974543136328,right
YLR121C,YPS3,390407,12,-,3304,37.65298474,165,10.568431423203482,right
YLR125W,YLR125W,393484,12,+,3305,39.16868474,168,7.057996662144369,late_trough
YLR126C,YLR126C,395600,12,-,3306,38.15818474,166,10.980058528263946,left
YLR127C,APC2,398372,12,-,3307,37.14778474,164,10.319337232591604,left
YLR128W,DCN1,398483,12,+,3308,37.14778474,164,8.434121480214833,left
YLR129W,DIP2,399622,12,+,3309,36.13738474,162,12.880153162667854,left
YLR130C,ZRT2,404258,12,-,3310,34.116484740000004,158,11.968048471612045,left
YLR131C,ACE2,407047,12,-,3311,34.116484740000004,158,9.91019672332817,right
YLR132C,YLR132C,408241,12,-,3312,34.116484740000004,158,8.882678265864831,right
YLR133W,CKI1,408346,12,+,3313,34.116484740000004,158,10.758271802025781,left
YLR134W,PDC5,410681,12,+,3314,31.085184740000003,152,10.78489685872087,early_peak
YLR135W,SLX4,413179,12,+,3315,32.09568474,154,10.070587127620907,right
YLR136C,TIS11,416700,12,-,3316,33.10608474,156,10.128747925994123,right
YLR137W,YLR137W,416989,12,+,3317,33.10608474,156,9.509889518207212,right
YLR138W,NHA1,418284,12,+,3318,35.12698474,160,12.367447878167138,right
YLR139C,SLS1,423505,12,-,3319,39.67388474,169,7.257076762595407,right
YLR141W,RRN5,423659,12,+,3320,39.67388474,169,8.785700453873877,right
YLR142W,PUT1,425079,12,+,3321,40.68428474,171,8.764142038007321,right
YLR143W,YLR143W,427319,12,+,3322,42.19988474,174,11.114031522903584,right
