orf_name,gene,chr,cat,start,stop,strand,classification,length,manually_curated,promoter_start,promoter_end,gene_body_start,gene_body_end,left_end,right_end,park_TSS,park_PAS,TSS,PAS
YKL096W-A,CWP2,11,gene,259253,259531,+,Verified,278,False,258922.0,259222.0,259222.0,259722.0,259222,259702.0,259222.0,259702.0,259222.0,259702.0
YKL096W,CWP1,11,gene,261132,261851,+,Verified,719,False,260791.0,261091.0,261091.0,261591.0,261091,261948.0,261091.0,261948.0,261091.0,261948.0
YKL095W,YJU2,11,gene,262277,263113,+,Verified,836,False,261796.0,262096.0,262096.0,262596.0,262096,263113.0,262096.0,,262096.0,263113.0
YKL094W,YJU3,11,gene,263349,264290,+,Verified,941,False,263032.0,263332.0,263332.0,263832.0,263332,264380.0,263332.0,264380.0,263332.0,264380.0
YKL093W,MBR1,11,gene,264789,265808,+,Verified,1019,,264489.0,264789.0,264789.0,265289.0,264789,265808.0,,,264789.0,265808.0
YKL092C,BUD2,11,gene,266145,269459,-,Verified,3314,False,269536.0,269836.0,269036.0,269536.0,266016,269536.0,269536.0,266016.0,269536.0,266016.0
YKL091C,YKL091C,11,gene,269718,270650,-,Verified,932,False,270682.0,270982.0,270182.0,270682.0,269624,270682.0,270682.0,269624.0,270682.0,269624.0
YKL090W,CUE2,11,gene,271878,273209,+,Verified,1331,False,271543.0,271843.0,271843.0,272343.0,271843,273390.0,271843.0,273390.0,271843.0,273390.0
YKL089W,MIF2,11,gene,273394,275043,+,Verified,1649,False,273070.0,273370.0,273370.0,273870.0,273370,275138.0,273370.0,275138.0,273370.0,275138.0
YKL088W,CAB3,11,gene,275283,276998,+,Verified,1715,False,274955.0,275255.0,275255.0,275755.0,275255,277209.0,275255.0,277209.0,275255.0,277209.0
YKL087C,CYT2,11,gene,277189,277863,-,Verified,674,False,277963.0,278263.0,277463.0,277963.0,277088,277963.0,277963.0,277088.0,277963.0,277088.0
YKL086W,SRX1,11,gene,278281,278664,+,Verified,383,False,277956.0,278256.0,278256.0,278756.0,278256,278756.0,278256.0,278756.0,278256.0,278756.0
YKL085W,MDH1,11,gene,279123,280127,+,Verified,1004,False,278733.0,279033.0,279033.0,279533.0,279033,280494.0,279033.0,280494.0,279033.0,280494.0
YKL084W,HOT13,11,gene,280509,280859,+,Verified,350,False,280168.0,280468.0,280468.0,280968.0,280468,281070.0,280468.0,281070.0,280468.0,281070.0
YKL082C,RRP14,11,gene,281025,282329,-,Verified,1304,False,282395.0,282695.0,281895.0,282395.0,280913,282395.0,282395.0,280913.0,282395.0,280913.0
YKL081W,TEF4,11,gene,282891,284455,+,Verified,1564,False,282567.0,282867.0,282867.0,283367.0,282867,284695.0,282867.0,284695.0,282867.0,284695.0
YKL080W,VMA5,11,gene,285030,286208,+,Verified,1178,False,284626.0,284926.0,284926.0,285426.0,284926,286258.0,284926.0,286258.0,284926.0,286258.0
YKL079W,SMY1,11,gene,286603,288573,+,Verified,1970,False,286248.0,286548.0,286548.0,287048.0,286548,288650.0,286548.0,288650.0,286548.0,288650.0
YKL078W,DHR2,11,gene,288845,291052,+,Verified,2207,False,288513.0,288813.0,288813.0,289313.0,288813,291136.0,288813.0,291136.0,288813.0,291136.0
YKL077W,YKL077W,11,gene,291453,292631,+,Uncharacterized,1178,False,291102.0,291402.0,291402.0,291902.0,291402,292834.0,291402.0,292834.0,291402.0,292834.0
YKL075C,YKL075C,11,gene,292956,294308,-,Uncharacterized,1352,False,294394.0,294694.0,293894.0,294394.0,292698,294394.0,294394.0,292698.0,294394.0,292698.0
YKL074C,MUD2,11,gene,294610,296193,-,Verified,1583,False,296188.0,296488.0,295688.0,296188.0,294537,296188.0,296188.0,294537.0,296188.0,294537.0
YKL073W,LHS1,11,gene,296430,299075,+,Verified,2645,False,296081.0,296381.0,296381.0,296881.0,296381,299163.0,296381.0,299163.0,296381.0,299163.0
YKL072W,STB6,11,gene,299582,301882,+,Verified,2300,False,299082.0,299382.0,299382.0,299882.0,299382,302015.0,299382.0,302015.0,299382.0,302015.0
YKL071W,YKL071W,11,gene,305114,305884,+,Uncharacterized,770,,304814.0,305114.0,305114.0,305614.0,305114,305884.0,,,305114.0,305884.0
YKL070W,YKL070W,11,gene,306211,306720,+,Uncharacterized,509,,305911.0,306211.0,306211.0,306711.0,306211,306720.0,,,306211.0,306720.0
YKL069W,YKL069W,11,gene,307285,307827,+,Verified,542,False,306978.0,307278.0,307278.0,307778.0,307278,307890.0,307278.0,307890.0,307278.0,307890.0
YKL068W-A,YKL068W-A,11,gene,309206,309442,+,Uncharacterized,236,False,308862.0,309162.0,309162.0,309662.0,309162,309777.0,309162.0,309777.0,309162.0,309777.0
YKL068W,NUP100,11,gene,310199,313078,+,Verified,2879,False,309780.0,310080.0,310080.0,310580.0,310080,313197.0,310080.0,313197.0,310080.0,313197.0
YKL067W,YNK1,11,gene,314812,315273,+,Verified,461,False,314443.0,314743.0,314743.0,315243.0,314743,315468.0,314743.0,315468.0,314743.0,315468.0
YKL065W-A,YKL065W-A,11,gene,315954,316175,+,Uncharacterized,221,False,315690.0,315990.0,315990.0,316490.0,315990,316444.0,315990.0,316444.0,315990.0,316444.0
YKL065C,YET1,11,gene,316437,317057,-,Verified,620,False,317094.0,317394.0,316594.0,317094.0,316347,317094.0,317094.0,316347.0,317094.0,316347.0
YKL064W,MNR2,11,gene,317764,320673,+,Verified,2909,False,317265.0,317565.0,317565.0,318065.0,317565,320837.0,317565.0,320837.0,317565.0,320837.0
YKL063C,YKL063C,11,gene,321015,321518,-,Uncharacterized,503,False,321676.0,321976.0,321176.0,321676.0,320845,321676.0,321676.0,320845.0,321676.0,320845.0
YKL062W,MSN4,11,gene,323228,325120,+,Verified,1892,False,322824.0,323124.0,323124.0,323624.0,323124,325448.0,323124.0,325448.0,323124.0,325448.0
YKL061W,BLI1,11,gene,325771,326112,+,Uncharacterized,341,False,325452.0,325752.0,325752.0,326252.0,325752,326401.0,325752.0,326401.0,325752.0,326401.0
YKL060C,FBA1,11,gene,326408,327487,-,Verified,1079,False,327512.0,327812.0,327012.0,327512.0,326328,327512.0,327512.0,326328.0,327512.0,326328.0
YKL059C,MPE1,11,gene,328118,329443,-,Verified,1325,False,329514.0,329814.0,329014.0,329514.0,328026,329514.0,329514.0,328026.0,329514.0,328026.0
YKL058W,TOA2,11,gene,330166,330534,+,Verified,368,False,329859.0,330159.0,330159.0,330659.0,330159,330747.0,330159.0,330747.0,330159.0,330747.0
YKL057C,NUP120,11,gene,330856,333969,-,Verified,3113,False,334035.0,334335.0,333535.0,334035.0,330807,334035.0,334035.0,330807.0,334035.0,330807.0
YKL056C,TMA19,11,gene,334412,334915,-,Verified,503,False,334959.0,335259.0,334459.0,334959.0,334311,334959.0,334959.0,334311.0,334959.0,334311.0
YKL055C,OAR1,11,gene,335321,336157,-,Verified,836,False,336186.0,336486.0,335686.0,336186.0,335126,336186.0,336186.0,335126.0,336186.0,335126.0
YKL054C,DEF1,11,gene,336537,338753,-,Verified,2216,False,338851.0,339151.0,338351.0,338851.0,336327,338851.0,338851.0,336327.0,338851.0,336327.0
YKL053C-A,MDM35,11,gene,339182,339442,-,Verified,260,False,339516.0,339816.0,339016.0,339516.0,339068,339516.0,339516.0,339068.0,339516.0,339068.0
YKL052C,ASK1,11,gene,339668,340546,-,Verified,878,False,340570.0,340870.0,340070.0,340570.0,339635,340570.0,340570.0,339635.0,340570.0,339635.0
YKL051W,SFK1,11,gene,341312,342373,+,Verified,1061,False,340850.0,341150.0,341150.0,341650.0,341150,342470.0,341150.0,342470.0,341150.0,342470.0
YKL050C,YKL050C,11,gene,342852,345620,-,Verified,2768,,345620.0,345920.0,345120.0,345620.0,342852,345620.0,,,345620.0,342852.0
YKL049C,CSE4,11,gene,346075,346764,-,Verified,689,False,346804.0,347104.0,346304.0,346804.0,345984,346804.0,346804.0,345984.0,346804.0,345984.0
YKL048C,ELM1,11,gene,347214,349136,-,Verified,1922,False,349222.0,349522.0,348722.0,349222.0,347062,349222.0,349222.0,347062.0,349222.0,347062.0
YKL047W,YKL047W,11,gene,349463,351013,+,Uncharacterized,1550,False,349133.0,349433.0,349433.0,349933.0,349433,351211.0,349433.0,351211.0,349433.0,351211.0
YKL046C,DCW1,11,gene,351275,352624,-,Verified,1349,False,352843.0,353143.0,352343.0,352843.0,351040,352843.0,352843.0,351040.0,352843.0,351040.0
YKL045W,PRI2,11,gene,353493,355079,+,Verified,1586,False,353127.0,353427.0,353427.0,353927.0,353427,355183.0,353427.0,355183.0,353427.0,355183.0
YKL043W,PHD1,11,gene,356748,357848,+,Verified,1100,False,356176.0,356476.0,356476.0,356976.0,356476,358008.0,356476.0,358008.0,356476.0,358008.0
YKL042W,SPC42,11,gene,358475,359566,+,Verified,1091,False,358087.0,358387.0,358387.0,358887.0,358387,359788.0,358387.0,359788.0,358387.0,359788.0
YKL041W,VPS24,11,gene,360143,360817,+,Verified,674,False,359726.0,360026.0,360026.0,360526.0,360026,360878.0,360026.0,360878.0,360026.0,360878.0
YKL040C,NFU1,11,gene,361058,361828,-,Verified,770,False,361905.0,362205.0,361405.0,361905.0,360809,361905.0,361905.0,360809.0,361905.0,360809.0
YKL039W,PTM1,11,gene,362622,364193,+,Verified,1571,False,362155.0,362455.0,362455.0,362955.0,362455,364447.0,362455.0,364447.0,362455.0,364447.0
YKL038W,RGT1,11,gene,365605,369117,+,Verified,3512,False,365076.0,365376.0,365376.0,365876.0,365376,369284.0,365376.0,369284.0,365376.0,369284.0
YKL037W,AIM26,11,gene,369365,369721,+,Verified,356,,369065.0,369365.0,369365.0,369865.0,369365,369721.0,,,369365.0,369721.0
YKL035W,UGP1,11,gene,369891,371390,+,Verified,1499,False,369521.0,369821.0,369821.0,370321.0,369821,371559.0,369821.0,371559.0,369821.0,371559.0
YKL034W,TUL1,11,gene,371829,374105,+,Verified,2276,False,371439.0,371739.0,371739.0,372239.0,371739,374219.0,371739.0,374219.0,371739.0,374219.0
YKL033W-A,YKL033W-A,11,gene,374505,375215,+,Uncharacterized,710,False,374130.0,374430.0,374430.0,374930.0,374430,375286.0,374430.0,375286.0,374430.0,375286.0
YKL033W,TTI1,11,gene,375456,378572,+,Verified,3116,False,375151.0,375451.0,375451.0,375951.0,375451,378879.0,375451.0,378879.0,375451.0,378879.0
YKL032C,IXR1,11,gene,380065,381858,-,Verified,1793,False,382041.0,382341.0,381541.0,382041.0,379909,382041.0,382041.0,379909.0,382041.0,379909.0
YKL029C,MAE1,11,gene,382716,384725,-,Verified,2009,False,384763.0,385063.0,384263.0,384763.0,382605,384763.0,384763.0,382605.0,384763.0,382605.0
YKL028W,TFA1,11,gene,385758,387206,+,Verified,1448,False,385429.0,385729.0,385729.0,386229.0,385729,387274.0,385729.0,387274.0,385729.0,387274.0
YKL027W,YKL027W,11,gene,387562,388905,+,Verified,1343,False,387206.0,387506.0,387506.0,388006.0,387506,389023.0,387506.0,389023.0,387506.0,389023.0
YKL026C,GPX1,11,gene,389380,389883,-,Verified,503,False,390007.0,390307.0,389507.0,390007.0,389208,390007.0,390007.0,389208.0,390007.0,389208.0
YKL025C,PAN3,11,gene,390240,392279,-,Verified,2039,False,392314.0,392614.0,391814.0,392314.0,390181,392314.0,392314.0,390181.0,392314.0,390181.0
YKL024C,URA6,11,gene,392526,393140,-,Verified,614,False,393366.0,393666.0,392866.0,393366.0,392424,393366.0,393366.0,392424.0,393366.0,392424.0
YKL023C-A,YKL023C-A,11,gene,393146,393373,-,Uncharacterized,227,False,393366.0,393666.0,392866.0,393366.0,393146,393366.0,393366.0,,393366.0,393146.0
YKL023W,YKL023W,11,gene,393721,394554,+,Uncharacterized,833,False,393390.0,393690.0,393690.0,394190.0,393690,394708.0,393690.0,394708.0,393690.0,394708.0
YKL022C,CDC16,11,gene,394726,397248,-,Verified,2522,False,397166.0,397466.0,396666.0,397166.0,394626,397166.0,397166.0,394626.0,397166.0,394626.0
YKL021C,MAK11,11,gene,397344,398750,-,Verified,1406,False,398619.0,398919.0,398119.0,398619.0,397259,398619.0,398619.0,397259.0,398619.0,397259.0
YKL020C,SPT23,11,gene,398832,402080,-,Verified,3248,False,402134.0,402434.0,401634.0,402134.0,398767,402134.0,402134.0,398767.0,402134.0,398767.0
YKL019W,RAM2,11,gene,402568,403518,+,Verified,950,False,402257.0,402557.0,402557.0,403057.0,402557,403595.0,402557.0,403595.0,402557.0,403595.0
YKL018C-A,YKL018C-A,11,gene,403580,403879,-,Uncharacterized,299,False,403921.0,404221.0,403421.0,403921.0,403518,403921.0,403921.0,403518.0,403921.0,403518.0
YKL018W,SWD2,11,gene,404102,405091,+,Verified,989,False,403773.0,404073.0,404073.0,404573.0,404073,405221.0,404073.0,405221.0,404073.0,405221.0
YKL017C,HCS1,11,gene,405190,407241,-,Verified,2051,False,407250.0,407550.0,406750.0,407250.0,405126,407250.0,407250.0,405126.0,407250.0,405126.0
YKL016C,ATP7,11,gene,407465,407989,-,Verified,524,False,408061.0,408361.0,407561.0,408061.0,407369,408061.0,408061.0,407369.0,408061.0,407369.0
YKL015W,PUT3,11,gene,408544,411483,+,Verified,2939,False,408147.0,408447.0,408447.0,408947.0,408447,411597.0,408447.0,411597.0,408447.0,411597.0
YKL014C,URB1,11,gene,411619,416913,-,Verified,5294,False,416944.0,417244.0,416444.0,416944.0,411506,416944.0,416944.0,411506.0,416944.0,411506.0
YKL013C,ARC19,11,gene,417508,418023,-,Verified,515,False,418039.0,418339.0,417539.0,418039.0,417344,418039.0,418039.0,417344.0,418039.0,417344.0
YKL012W,PRP40,11,gene,418310,420061,+,Verified,1751,False,417948.0,418248.0,418248.0,418748.0,418248,420203.0,418248.0,420203.0,418248.0,420203.0
YKL011C,CCE1,11,gene,420155,421216,-,Verified,1061,False,421220.0,421520.0,420720.0,421220.0,420074,421220.0,421220.0,420074.0,421220.0,420074.0
YKL010C,UFD4,11,gene,421424,425875,-,Verified,4451,False,425980.0,426280.0,425480.0,425980.0,421366,425980.0,425980.0,421366.0,425980.0,421366.0
YKL009W,MRT4,11,gene,426242,426952,+,Verified,710,False,425907.0,426207.0,426207.0,426707.0,426207,427046.0,426207.0,427046.0,426207.0,427046.0
YKL008C,LAC1,11,gene,427295,428551,-,Verified,1256,False,428676.0,428976.0,428176.0,428676.0,427223,428676.0,428676.0,427223.0,428676.0,427223.0
YKL007W,CAP1,11,gene,429302,430108,+,Verified,806,False,428974.0,429274.0,429274.0,429774.0,429274,430247.0,429274.0,430247.0,429274.0,430247.0
YKL006C-A,SFT1,11,gene,430198,430632,-,Verified,434,False,430675.0,430975.0,430175.0,430675.0,430130,430675.0,430675.0,430130.0,430675.0,430130.0
YKL006W,RPL14A,11,gene,431906,432720,+,Verified,814,False,431588.0,431888.0,431888.0,432388.0,431888,432811.0,431888.0,432811.0,431888.0,432811.0
YKL005C,BYE1,11,gene,433093,434877,-,Verified,1784,False,434994.0,435294.0,434494.0,434994.0,432921,434994.0,434994.0,432921.0,434994.0,432921.0
YKL004W,AUR1,11,gene,435580,436785,+,Verified,1205,False,434924.0,435224.0,435224.0,435724.0,435224,436927.0,435224.0,436927.0,435224.0,436927.0
YKL003C,MRP17,11,gene,437097,437492,-,Verified,395,False,437486.0,437786.0,436986.0,437486.0,437000,437486.0,437486.0,437000.0,437486.0,437000.0
YKL002W,DID4,11,gene,437778,438544,+,Verified,766,False,437402.0,437702.0,437702.0,438202.0,437702,438621.0,437702.0,438621.0,437702.0,438621.0
YKL001C,MET14,11,gene,438777,439385,-,Verified,608,False,439430.0,439730.0,438930.0,439430.0,438701,439430.0,439430.0,438701.0,439430.0,438701.0
YKR001C,VPS1,11,gene,440608,442722,-,Verified,2114,False,442765.0,443065.0,442265.0,442765.0,440467,442765.0,442765.0,440467.0,442765.0,440467.0
YKR002W,PAP1,11,gene,443232,444938,+,Verified,1706,False,442728.0,443028.0,443028.0,443528.0,443028,445015.0,443028.0,445015.0,443028.0,445015.0
YKR003W,OSH6,11,gene,445381,446727,+,Verified,1346,False,445022.0,445322.0,445322.0,445822.0,445322,446817.0,445322.0,446817.0,445322.0,446817.0
YKR004C,ECM9,11,gene,446799,448036,-,Verified,1237,False,448084.0,448384.0,447584.0,448084.0,446734,448084.0,448084.0,446734.0,448084.0,446734.0
YKR005C,YKR005C,11,gene,448521,450167,-,Uncharacterized,1646,,450167.0,450467.0,449667.0,450167.0,448521,450167.0,,,450167.0,448521.0
YKR006C,MRPL13,11,gene,450423,451217,-,Verified,794,False,451222.0,451522.0,450722.0,451222.0,450328,451222.0,451222.0,450328.0,451222.0,450328.0
YKR007W,MEH1,11,gene,451434,451988,+,Verified,554,False,451115.0,451415.0,451415.0,451915.0,451415,452070.0,451415.0,452070.0,451415.0,452070.0
YKR008W,RSC4,11,gene,452201,454078,+,Verified,1877,False,451870.0,452170.0,452170.0,452670.0,452170,454204.0,452170.0,454204.0,452170.0,454204.0
YKR009C,FOX2,11,gene,454352,457054,-,Verified,2702,,457054.0,457354.0,456554.0,457054.0,454352,457054.0,,,457054.0,454352.0
YKR010C,TOF2,11,gene,458924,461239,-,Verified,2315,False,461354.0,461654.0,460854.0,461354.0,458822,461354.0,461354.0,458822.0,461354.0,458822.0
YKR011C,YKR011C,11,gene,461635,462696,-,Uncharacterized,1061,False,462805.0,463105.0,462305.0,462805.0,461525,462805.0,462805.0,461525.0,462805.0,461525.0
YKR013W,PRY2,11,gene,463959,464948,+,Verified,989,False,463620.0,463920.0,463920.0,464420.0,463920,465050.0,463920.0,465050.0,463920.0,465050.0
YKR014C,YPT52,11,gene,465367,466071,-,Verified,704,False,466181.0,466481.0,465681.0,466181.0,465137,466181.0,466181.0,465137.0,466181.0,465137.0
YKR015C,YKR015C,11,gene,466961,468667,-,Uncharacterized,1706,,468667.0,468967.0,468167.0,468667.0,466961,468667.0,,,468667.0,466961.0
YKR016W,FCJ1,11,gene,469717,471339,+,Verified,1622,False,469370.0,469670.0,469670.0,470170.0,469670,471457.0,469670.0,471457.0,469670.0,471457.0
YKR017C,YKR017C,11,gene,471694,473349,-,Uncharacterized,1655,False,473457.0,473757.0,472957.0,473457.0,471490,473457.0,473457.0,471490.0,473457.0,471490.0
YKR018C,YKR018C,11,gene,473723,475900,-,Uncharacterized,2177,False,475929.0,476229.0,475429.0,475929.0,473571,475929.0,475929.0,473571.0,475929.0,473571.0
YKR019C,IRS4,11,gene,476216,478063,-,Verified,1847,False,478146.0,478446.0,477646.0,478146.0,476079,478146.0,478146.0,476079.0,478146.0,476079.0
YKR020W,VPS51,11,gene,478338,478832,+,Verified,494,False,478022.0,478322.0,478322.0,478822.0,478322,479050.0,478322.0,479050.0,478322.0,479050.0
YKR021W,ALY1,11,gene,479234,481981,+,Verified,2747,False,478866.0,479166.0,479166.0,479666.0,479166,482137.0,479166.0,482137.0,479166.0,482137.0
YKR022C,NTR2,11,gene,482171,483139,-,Verified,968,False,483196.0,483496.0,482696.0,483196.0,482041,483196.0,483196.0,482041.0,483196.0,482041.0
YKR023W,YKR023W,11,gene,483419,485011,+,Uncharacterized,1592,False,483072.0,483372.0,483372.0,483872.0,483372,485071.0,483372.0,485071.0,483372.0,485071.0
YKR024C,DBP7,11,gene,485144,487372,-,Verified,2228,False,487400.0,487700.0,486900.0,487400.0,485068,487400.0,487400.0,485068.0,487400.0,485068.0
YKR025W,RPC37,11,gene,487770,488618,+,Verified,848,False,487440.0,487740.0,487740.0,488240.0,487740,488721.0,487740.0,488721.0,487740.0,488721.0
YKR026C,GCN3,11,gene,488738,489655,-,Verified,917,False,489737.0,490037.0,489237.0,489737.0,488566,489737.0,489737.0,488566.0,489737.0,488566.0
YKR027W,BCH2,11,gene,491364,493661,+,Verified,2297,False,491004.0,491304.0,491304.0,491804.0,491304,493743.0,491304.0,493743.0,491304.0,493743.0
YKR028W,SAP190,11,gene,494257,497358,+,Verified,3101,False,493696.0,493996.0,493996.0,494496.0,493996,497485.0,493996.0,497485.0,493996.0,497485.0
YKR029C,SET3,11,gene,497578,499833,-,Verified,2255,False,499873.0,500173.0,499373.0,499873.0,497568,499873.0,499873.0,497568.0,499873.0,497568.0
YKR030W,GMH1,11,gene,500282,501103,+,Verified,821,False,499931.0,500231.0,500231.0,500731.0,500231,501214.0,500231.0,501214.0,500231.0,501214.0
YKR031C,SPO14,11,gene,501344,506395,-,Verified,5051,False,506491.0,506791.0,505991.0,506491.0,501123,506491.0,506491.0,501123.0,506491.0,501123.0
YKR034W,DAL80,11,gene,506898,507707,+,Verified,809,,506598.0,506898.0,506898.0,507398.0,506898,507707.0,,,506898.0,507707.0
YKR035W-A,DID2,11,gene,507939,508553,+,Verified,614,False,507623.0,507923.0,507923.0,508423.0,507923,508682.0,507923.0,508682.0,507923.0,508682.0
YKR036C,CAF4,11,gene,508702,510633,-,Verified,1931,False,510664.0,510964.0,510164.0,510664.0,508584,510664.0,510664.0,508584.0,510664.0,508584.0
YKR037C,SPC34,11,gene,510910,511797,-,Verified,887,False,511807.0,512107.0,511307.0,511807.0,510747,511807.0,511807.0,510747.0,511807.0,510747.0
YKR038C,KAE1,11,gene,511999,513159,-,Verified,1160,False,513178.0,513478.0,512678.0,513178.0,511908,513178.0,513178.0,511908.0,513178.0,511908.0
YKR039W,GAP1,11,gene,515063,516871,+,Verified,1808,False,514692.0,514992.0,514992.0,515492.0,514992,516942.0,514992.0,516942.0,514992.0,516942.0
YKR041W,YKR041W,11,gene,518198,518950,+,Uncharacterized,752,False,517893.0,518193.0,518193.0,518693.0,518193,518950.0,518193.0,,518193.0,518950.0
YKR042W,UTH1,11,gene,519527,520624,+,Verified,1097,False,519020.0,519320.0,519320.0,519820.0,519320,520859.0,519320.0,520859.0,519320.0,520859.0
YKR043C,YKR043C,11,gene,520897,521712,-,Verified,815,False,521745.0,522045.0,521245.0,521745.0,520781,521745.0,521745.0,520781.0,521745.0,520781.0
YKR044W,UIP5,11,gene,522015,523346,+,Verified,1331,False,521656.0,521956.0,521956.0,522456.0,521956,523402.0,521956.0,523402.0,521956.0,523402.0
YKR045C,YKR045C,11,gene,523418,523969,-,Uncharacterized,551,False,523998.0,524298.0,523498.0,523998.0,523298,523998.0,523998.0,523298.0,523998.0,523298.0
YKR046C,PET10,11,gene,524223,525074,-,Verified,851,False,525084.0,525384.0,524584.0,525084.0,524067,525084.0,525084.0,524067.0,525084.0,524067.0
YKR048C,NAP1,11,gene,525387,526640,-,Verified,1253,False,526660.0,526960.0,526160.0,526660.0,525256,526660.0,526660.0,525256.0,526660.0,525256.0
YKR049C,FMP46,11,gene,526830,527231,-,Verified,401,False,527250.0,527550.0,526750.0,527250.0,526764,527250.0,527250.0,526764.0,527250.0,526764.0
YKR050W,TRK2,11,gene,527815,530484,+,Verified,2669,False,527495.0,527795.0,527795.0,528295.0,527795,530679.0,527795.0,530679.0,527795.0,530679.0
YKR051W,YKR051W,11,gene,530946,532202,+,Uncharacterized,1256,False,530520.0,530820.0,530820.0,531320.0,530820,532293.0,530820.0,532293.0,530820.0,532293.0
YKR052C,MRS4,11,gene,532550,533464,-,Verified,914,False,533536.0,533836.0,533036.0,533536.0,532177,533536.0,533536.0,532177.0,533536.0,532177.0
YKR053C,YSR3,11,gene,534067,535281,-,Verified,1214,,535281.0,535581.0,534781.0,535281.0,534067,535281.0,,,535281.0,534067.0
YKR054C,DYN1,11,gene,535647,547925,-,Verified,12278,False,547991.0,548291.0,547491.0,547991.0,535413,547991.0,547991.0,535413.0,547991.0,535413.0
YKR055W,RHO4,11,gene,548216,549091,+,Verified,875,False,547875.0,548175.0,548175.0,548675.0,548175,549394.0,548175.0,549394.0,548175.0,549394.0
YKR056W,TRM2,11,gene,549448,551367,+,Verified,1919,False,549264.0,549564.0,549564.0,550064.0,549564,551432.0,549564.0,551432.0,549564.0,551432.0
YKR057W,RPS21A,11,gene,551657,552242,+,Verified,585,False,551328.0,551628.0,551628.0,552128.0,551628,552442.0,551628.0,552442.0,551628.0,552442.0
YKR058W,GLG1,11,gene,552770,554620,+,Verified,1850,,552470.0,552770.0,552770.0,553270.0,552770,554620.0,,,552770.0,554620.0
YKR059W,TIF1,11,gene,554987,556174,+,Verified,1187,False,554657.0,554957.0,554957.0,555457.0,554957,556284.0,554957.0,556284.0,554957.0,556284.0
YKR060W,UTP30,11,gene,556518,557342,+,Verified,824,False,556188.0,556488.0,556488.0,556988.0,556488,557454.0,556488.0,557454.0,556488.0,557454.0
YKR061W,KTR2,11,gene,557677,558954,+,Verified,1277,False,557296.0,557596.0,557596.0,558096.0,557596,559140.0,557596.0,559140.0,557596.0,559140.0
YKR062W,TFA2,11,gene,559666,560652,+,Verified,986,False,559276.0,559576.0,559576.0,560076.0,559576,560882.0,559576.0,560882.0,559576.0,560882.0
YKR063C,LAS1,11,gene,560789,562297,-,Verified,1508,False,562309.0,562609.0,561809.0,562309.0,560650,562309.0,562309.0,560650.0,562309.0,560650.0
YKR064W,OAF3,11,gene,562547,565138,+,Verified,2591,False,562204.0,562504.0,562504.0,563004.0,562504,565165.0,562504.0,565165.0,562504.0,565165.0
YKR065C,PAM17,11,gene,565299,565892,-,Verified,593,False,565922.0,566222.0,565422.0,565922.0,565180,565922.0,565922.0,565180.0,565922.0,565180.0
YKR066C,CCP1,11,gene,566113,567198,-,Verified,1085,False,567203.0,567503.0,566703.0,567203.0,566022,567203.0,567203.0,566022.0,567203.0,566022.0
YKR067W,GPT2,11,gene,567918,570149,+,Verified,2231,False,567531.0,567831.0,567831.0,568331.0,567831,570305.0,567831.0,570305.0,567831.0,570305.0
YKR068C,BET3,11,gene,570328,570909,-,Verified,581,False,570943.0,571243.0,570443.0,570943.0,570161,570943.0,570943.0,570161.0,570943.0,570161.0
YKR069W,MET1,11,gene,571612,573393,+,Verified,1781,False,571151.0,571451.0,571451.0,571951.0,571451,573429.0,571451.0,573429.0,571451.0,573429.0
YKR070W,YKR070W,11,gene,573574,574632,+,Uncharacterized,1058,False,573268.0,573568.0,573568.0,574068.0,573568,574763.0,573568.0,574763.0,573568.0,574763.0
YKR071C,DRE2,11,gene,574934,575980,-,Verified,1046,False,576024.0,576324.0,575524.0,576024.0,574666,576024.0,576024.0,574666.0,576024.0,574666.0
YKR072C,SIS2,11,gene,576435,578123,-,Verified,1688,False,578271.0,578571.0,577771.0,578271.0,576396,578271.0,578271.0,576396.0,578271.0,576396.0
YKR074W,AIM29,11,gene,579209,579676,+,Verified,467,False,578918.0,579218.0,579218.0,579718.0,579218,579801.0,579218.0,579801.0,579218.0,579801.0
YKR075C,YKR075C,11,gene,579827,580750,-,Uncharacterized,923,False,580794.0,581094.0,580294.0,580794.0,579705,580794.0,580794.0,579705.0,580794.0,579705.0
YKR076W,ECM4,11,gene,582283,583395,+,Verified,1112,False,581689.0,581989.0,581989.0,582489.0,581989,583436.0,581989.0,583436.0,581989.0,583436.0
YKR077W,MSA2,11,gene,583653,584744,+,Verified,1091,False,583326.0,583626.0,583626.0,584126.0,583626,584819.0,583626.0,584819.0,583626.0,584819.0
YKR078W,YKR078W,11,gene,584952,586709,+,Verified,1757,False,584662.0,584962.0,584962.0,585462.0,584962,586753.0,584962.0,586753.0,584962.0,586753.0
YKR079C,TRZ1,11,gene,586789,589305,-,Verified,2516,False,589518.0,589818.0,589018.0,589518.0,586648,589518.0,589518.0,586648.0,589518.0,586648.0
YKR080W,MTD1,11,gene,590395,591357,+,Verified,962,False,590033.0,590333.0,590333.0,590833.0,590333,591508.0,590333.0,591508.0,590333.0,591508.0
YKR081C,RPF2,11,gene,591506,592540,-,Verified,1034,False,592562.0,592862.0,592062.0,592562.0,591422,592562.0,592562.0,591422.0,592562.0,591422.0
YKR082W,NUP133,11,gene,592825,596298,+,Verified,3473,False,592478.0,592778.0,592778.0,593278.0,592778,596374.0,592778.0,596374.0,592778.0,596374.0
