orf_name,gene,chr,cat,start,stop,strand,classification,length,TSS,PAS,manually_curated,promoter_start,promoter_end,gene_body_start,gene_body_end
YHR210C,YHR210C,8,gene,520712,521737,-,Uncharacterized,1025,521817,520583.0,False,521817.0,522117.0,521317.0,521817.0
YHR212W-A,YHR212W-A,8,gene,538742,538945,+,Uncharacterized,203,538742,,,538442.0,538742.0,538742.0,539242.0
YHR213W,YHR213W,8,gene,539151,539747,+,Uncharacterized,596,539151,,,538851.0,539151.0,539151.0,539651.0
YHR213W-A,YHR213W-A,8,gene,540549,540782,+,Uncharacterized,233,540549,,,540249.0,540549.0,540549.0,541049.0
YHR213W-B,YHR213W-B,8,gene,540800,541099,+,Uncharacterized,299,540800,,,540500.0,540800.0,540800.0,541300.0
YHR214W,YHR214W,8,gene,541651,542262,+,Uncharacterized,611,541576,,False,541276.0,541576.0,541576.0,542076.0
YHR214C-D,YHR214C-D,8,gene,550648,550941,-,Uncharacterized,293,550991,,False,550991.0,551291.0,550491.0,550991.0
YHR214C-E,YHR214C-E,8,gene,551200,551499,-,Uncharacterized,299,551597,551073.0,False,551597.0,551897.0,551097.0,551597.0
YHR215W,PHO12,8,gene,552099,553502,+,Verified,1403,552060,553569.0,False,551760.0,552060.0,552060.0,552560.0
YHR218W,YHR218W,8,gene,558014,559924,+,Uncharacterized,1910,558014,,,557714.0,558014.0,558014.0,558514.0
YHR219W,YHR219W,8,gene,560173,562047,+,Uncharacterized,1874,560173,,,559873.0,560173.0,560173.0,560673.0
YIL177C,YIL177C,9,gene,483,6147,-,Uncharacterized,5664,6147,,,6147.0,6447.0,5647.0,6147.0
YIL176C,PAU14,9,gene,8793,9155,-,Uncharacterized,362,9155,,,9155.0,9455.0,8655.0,9155.0
YIL173W,VTH1,9,gene,11492,16141,+,Verified,4649,11492,,,11192.0,11492.0,11492.0,11992.0
YIL172C,IMA3,9,gene,16784,18553,-,Verified,1769,18553,,,18553.0,18853.0,18053.0,18553.0
YIL169C,YIL169C,9,gene,23119,26106,-,Uncharacterized,2987,26154,,False,26154.0,26454.0,25654.0,26154.0
YIL166C,YIL166C,9,gene,30938,32566,-,Uncharacterized,1628,32566,,,32566.0,32866.0,32066.0,32566.0
YIL165C,YIL165C,9,gene,33718,34077,-,Uncharacterized,359,34077,,,34077.0,34377.0,33577.0,34077.0
YIL161W,YIL161W,9,gene,39433,40140,+,Uncharacterized,707,39424,40177.0,False,39124.0,39424.0,39424.0,39924.0
YIL156W-B,YIL156W-B,9,gene,47690,47973,+,Uncharacterized,283,47656,48062.0,False,47356.0,47656.0,47656.0,48156.0
YIL152W,YIL152W,9,gene,56545,57252,+,Uncharacterized,707,56580,57381.0,False,56280.0,56580.0,56580.0,57080.0
YIL151C,YIL151C,9,gene,57338,60694,-,Uncharacterized,3356,60840,57285.0,False,60840.0,61140.0,60340.0,60840.0
YIL134C-A,YIL134C-A,9,gene,96522,96725,-,Uncharacterized,203,96725,,,96725.0,97025.0,96225.0,96725.0
YIL108W,YIL108W,9,gene,160887,162977,+,Uncharacterized,2090,160766,163054.0,False,160466.0,160766.0,160766.0,161266.0
YIL102C-A,YIL102C-A,9,gene,173365,173592,-,Uncharacterized,227,173627,173024.0,False,173627.0,173927.0,173127.0,173627.0
YIL102C,YIL102C,9,gene,174582,174887,-,Uncharacterized,305,174887,,,174887.0,175187.0,174387.0,174887.0
YIL096C,YIL096C,9,gene,182117,183127,-,Uncharacterized,1010,183184,181960.0,False,183184.0,183484.0,182684.0,183184.0
YIL092W,YIL092W,9,gene,189066,190967,+,Uncharacterized,1901,188989,191067.0,False,188689.0,188989.0,188989.0,189489.0
YIL089W,YIL089W,9,gene,195599,196216,+,Uncharacterized,617,195566,,False,195266.0,195566.0,195566.0,196066.0
YIL077C,YIL077C,9,gene,214991,215953,-,Uncharacterized,962,215977,214859.0,False,215977.0,216277.0,215477.0,215977.0
YIL067C,YIL067C,9,gene,235724,237760,-,Uncharacterized,2036,237820,235642.0,False,237820.0,238120.0,237320.0,237820.0
YIL060W,YIL060W,9,gene,246392,246826,+,Uncharacterized,434,246278,,False,245978.0,246278.0,246278.0,246778.0
YIL055C,YIL055C,9,gene,252042,253925,-,Uncharacterized,1883,254122,251913.0,False,254122.0,254422.0,253622.0,254122.0
YIL046W-A,YIL046W-A,9,gene,268309,268473,+,Uncharacterized,164,268117,268474.0,False,267817.0,268117.0,268117.0,268617.0
YIL029C,YIL029C,9,gene,300829,301257,-,Uncharacterized,428,301363,,False,301363.0,301663.0,300863.0,301363.0
YIL024C,YIL024C,9,gene,308602,309171,-,Uncharacterized,569,309171,,,309171.0,309471.0,308671.0,309171.0
YIL014C-A,YIL014C-A,9,gene,325212,325526,-,Uncharacterized,314,325606,325142.0,False,325606.0,325906.0,325106.0,325606.0
YIL002W-A,YIL002W-A,9,gene,350301,350510,+,Uncharacterized,209,350286,350601.0,False,349986.0,350286.0,350286.0,350786.0
YIL001W,YIL001W,9,gene,353940,355481,+,Uncharacterized,1541,353882,355549.0,False,353582.0,353882.0,353882.0,354382.0
YIR007W,YIR007W,9,gene,370704,372998,+,Uncharacterized,2294,370704,,,370404.0,370704.0,370704.0,371204.0
YIR014W,YIR014W,9,gene,381086,381814,+,Uncharacterized,728,381071,,False,380771.0,381071.0,381071.0,381571.0
YIR016W,YIR016W,9,gene,382628,383425,+,Uncharacterized,797,382628,,,382328.0,382628.0,382628.0,383128.0
YIR018C-A,YIR018C-A,9,gene,385564,385701,-,Uncharacterized,137,385701,,,385701.0,386001.0,385201.0,385701.0
YIR021W-A,YIR021W-A,9,gene,398514,398726,+,Uncharacterized,212,398514,,,398214.0,398514.0,398514.0,399014.0
YIR024C,YIR024C,9,gene,402841,403491,-,Verified,650,403500,402776.0,False,403500.0,403800.0,403000.0,403500.0
YIR035C,YIR035C,9,gene,421026,421790,-,Uncharacterized,764,421811,420961.0,False,421811.0,422111.0,421311.0,421811.0
YIR042C,YIR042C,9,gene,435273,435983,-,Uncharacterized,710,436054,435193.0,False,436054.0,436354.0,435554.0,436054.0
YJL225C,YJL225C,10,gene,466,6130,-,Uncharacterized,5664,6546,391.0,False,6546.0,6846.0,6046.0,6546.0
YJL223C,PAU1,10,gene,8776,9138,-,Verified,362,9138,,,9138.0,9438.0,8638.0,9138.0
YJL222W,VTH2,10,gene,11475,16124,+,Verified,4649,11484,16496.0,False,11184.0,11484.0,11484.0,11984.0
YJL219W,HXT9,10,gene,19497,21200,+,Verified,1703,19280,,False,18980.0,19280.0,19280.0,19780.0
YJL218W,YJL218W,10,gene,21973,22563,+,Uncharacterized,590,21957,22716.0,False,21657.0,21957.0,21957.0,22457.0
YJL213W,YJL213W,10,gene,32163,33158,+,Verified,995,31823,33478.0,False,31523.0,31823.0,31823.0,32323.0
YJL206C,YJL206C,10,gene,47659,49935,-,Uncharacterized,2276,49941,47590.0,False,49941.0,50241.0,49441.0,49941.0
YJL193W,YJL193W,10,gene,71366,72574,+,Uncharacterized,1208,71369,72700.0,False,71069.0,71369.0,71369.0,71869.0
YJL185C,YJL185C,10,gene,82095,82976,-,Uncharacterized,881,82976,,,82976.0,83276.0,82476.0,82976.0
YJL181W,YJL181W,10,gene,85660,87495,+,Uncharacterized,1835,85639,87580.0,False,85339.0,85639.0,85639.0,86139.0
YJL171C,YJL171C,10,gene,99704,100894,-,Verified,1190,100933,99505.0,False,100933.0,101233.0,100433.0,100933.0
YJL163C,YJL163C,10,gene,111666,113333,-,Uncharacterized,1667,113333,,,113333.0,113633.0,112833.0,113333.0
YJL160C,YJL160C,10,gene,117962,118825,-,Uncharacterized,863,119133,117844.0,False,119133.0,119433.0,118633.0,119133.0
YJL158C,CIS3,10,gene,122265,122948,-,Verified,683,122991,122196.0,False,122991.0,123291.0,122491.0,122991.0
YJL147C,YJL147C,10,gene,141419,142567,-,Uncharacterized,1148,142635,,False,142635.0,142935.0,142135.0,142635.0
YJL144W,YJL144W,10,gene,146359,146673,+,Uncharacterized,314,146327,146902.0,False,146027.0,146327.0,146327.0,146827.0
YJL136W-A,YJL136W-A,10,gene,156169,156252,+,Uncharacterized,83,156169,,,155869.0,156169.0,156169.0,156669.0
YJL133C-A,YJL133C-A,10,gene,159623,159847,-,Uncharacterized,224,159877,159456.0,False,159877.0,160177.0,159377.0,159877.0
YJL132W,YJL132W,10,gene,161914,164166,+,Uncharacterized,2252,161914,,,161614.0,161914.0,161914.0,162414.0
YJL127C-B,YJL127C-B,10,gene,181551,181709,-,Uncharacterized,158,181809,181290.0,False,181809.0,182109.0,181309.0,181809.0
YJL121C,RPE1,10,gene,190374,191090,-,Verified,716,191103,190304.0,False,191103.0,191403.0,190603.0,191103.0
YJL118W,YJL118W,10,gene,191639,192298,+,Verified,659,191685,192402.0,False,191385.0,191685.0,191685.0,192185.0
YJL107C,YJL107C,10,gene,218853,220016,-,Uncharacterized,1163,220137,,False,220137.0,220437.0,219637.0,220137.0
YJL106W,IME2,10,gene,221390,223327,+,Verified,1937,221390,,,221090.0,221390.0,221390.0,221890.0
YJL102W,MEF2,10,gene,231301,233760,+,Verified,2459,231251,234012.0,False,230951.0,231251.0,231251.0,231751.0
YJL081C,ARP4,10,gene,283802,285271,-,Verified,1469,285298,283655.0,False,285298.0,285598.0,284798.0,285298.0
YJL077W-B,YJL077W-B,10,gene,294047,294145,+,Uncharacterized,98,294047,,,293747.0,294047.0,294047.0,294547.0
YJL070C,YJL070C,10,gene,307971,310637,-,Uncharacterized,2666,310650,307898.0,False,310650.0,310950.0,310150.0,310650.0
YJL068C,YJL068C,10,gene,313016,313915,-,Verified,899,313933,312914.0,False,313933.0,314233.0,313433.0,313933.0
YJL055W,YJL055W,10,gene,333357,334094,+,Uncharacterized,737,333344,334164.0,False,333044.0,333344.0,333344.0,333844.0
YJL052C-A,YJL052C-A,10,gene,337884,338003,-,Uncharacterized,119,338003,,,338003.0,338303.0,337503.0,338003.0
YJL049W,YJL049W,10,gene,345973,347325,+,Uncharacterized,1352,345947,347403.0,False,345647.0,345947.0,345947.0,346447.0
YJL047C-A,YJL047C-A,10,gene,349044,349178,-,Uncharacterized,134,349368,348695.0,False,349368.0,349668.0,348868.0,349368.0
YJL045W,YJL045W,10,gene,356024,357928,+,Verified,1904,356024,,,355724.0,356024.0,356024.0,356524.0
YJL043W,YJL043W,10,gene,360130,360903,+,Uncharacterized,773,359998,,False,359698.0,359998.0,359998.0,360498.0
YJL033W,HCA4,10,gene,383837,386149,+,Verified,2312,383812,386231.0,False,383512.0,383812.0,383812.0,384312.0
YJL028W,YJL028W,10,gene,391311,391646,+,Verified,335,391311,,,391011.0,391311.0,391311.0,391811.0
YJL027C,YJL027C,10,gene,391833,392249,-,Uncharacterized,416,392249,,,392249.0,392549.0,391749.0,392249.0
YJL025W,RRN7,10,gene,393967,395511,+,Verified,1544,393890,395674.0,False,393590.0,393890.0,393890.0,394390.0
YJL016W,YJL016W,10,gene,405588,407273,+,Uncharacterized,1685,405315,407415.0,False,405015.0,405315.0,405315.0,405815.0
YJR003C,YJR003C,10,gene,440994,442553,-,Uncharacterized,1559,442549,440908.0,False,442549.0,442849.0,442049.0,442549.0
YJR005C-A,YJR005C-A,10,gene,448477,448758,-,Uncharacterized,281,448931,,False,448931.0,449231.0,448431.0,448931.0
YJR008W,YJR008W,10,gene,452430,453446,+,Uncharacterized,1016,452318,453661.0,False,452018.0,452318.0,452318.0,452818.0
YJR011C,YJR011C,10,gene,458641,459426,-,Uncharacterized,785,459472,458556.0,False,459472.0,459772.0,458972.0,459472.0
YJR012C,YJR012C,10,gene,459795,460418,-,Uncharacterized,623,460214,459666.0,False,460214.0,460514.0,459714.0,460214.0
YJR015W,YJR015W,10,gene,462721,464253,+,Uncharacterized,1532,462716,464388.0,False,462416.0,462716.0,462716.0,463216.0
YJR030C,YJR030C,10,gene,483959,486196,-,Uncharacterized,2237,486253,483812.0,False,486253.0,486553.0,485753.0,486253.0
YJR039W,YJR039W,10,gene,503936,507301,+,Uncharacterized,3365,503945,507348.0,False,503645.0,503945.0,503945.0,504445.0
YJR054W,YJR054W,10,gene,536056,537549,+,Uncharacterized,1493,535929,537895.0,False,535629.0,535929.0,535929.0,536429.0
YJR056C,YJR056C,10,gene,541792,542502,-,Uncharacterized,710,542700,541669.0,False,542700.0,543000.0,542200.0,542700.0
YJR061W,YJR061W,10,gene,550511,553318,+,Uncharacterized,2807,550511,,,550211.0,550511.0,550511.0,551011.0
YJR075W,HOC1,10,gene,573981,575171,+,Verified,1190,573933,575209.0,False,573633.0,573933.0,573933.0,574433.0
YJR079W,YJR079W,10,gene,580205,581239,+,Uncharacterized,1034,580205,,,579905.0,580205.0,580205.0,580705.0
YJR085C,YJR085C,10,gene,585120,585437,-,Uncharacterized,317,585451,585026.0,False,585451.0,585751.0,584951.0,585451.0
YJR096W,YJR096W,10,gene,611195,612043,+,Verified,848,611119,612146.0,False,610819.0,611119.0,611119.0,611619.0
YJR098C,YJR098C,10,gene,613186,615156,-,Uncharacterized,1970,615254,613012.0,False,615254.0,615554.0,614754.0,615254.0
YJR107W,YJR107W,10,gene,627340,628326,+,Uncharacterized,986,627340,,,627040.0,627340.0,627340.0,627840.0
YJR111C,YJR111C,10,gene,635855,636706,-,Uncharacterized,851,636831,635747.0,False,636831.0,637131.0,636331.0,636831.0
YJR112W-A,YJR112W-A,10,gene,637790,638168,+,Uncharacterized,378,637754,638262.0,False,637454.0,637754.0,637754.0,638254.0
YJR115W,YJR115W,10,gene,639942,640451,+,Uncharacterized,509,639772,640745.0,False,639472.0,639772.0,639772.0,640272.0
YJR116W,YJR116W,10,gene,640825,641664,+,Uncharacterized,839,640642,641816.0,False,640342.0,640642.0,640642.0,641142.0
YJR120W,YJR120W,10,gene,647126,647476,+,Verified,350,647126,,,646826.0,647126.0,647126.0,647626.0
YJR124C,YJR124C,10,gene,652892,654238,-,Uncharacterized,1346,654278,652698.0,False,654278.0,654578.0,653778.0,654278.0
YJR129C,YJR129C,10,gene,664000,665019,-,Uncharacterized,1019,665066,663681.0,False,665066.0,665366.0,664566.0,665066.0
YJR141W,YJR141W,10,gene,695906,696949,+,Uncharacterized,1043,695874,697022.0,False,695574.0,695874.0,695874.0,696374.0
YJR142W,YJR142W,10,gene,697141,698169,+,Uncharacterized,1028,697121,698275.0,False,696821.0,697121.0,697121.0,697621.0
YJR149W,YJR149W,10,gene,707160,708374,+,Uncharacterized,1214,707160,,,706860.0,707160.0,707160.0,707660.0
YJR151W-A,YJR151W-A,10,gene,717580,717630,+,Uncharacterized,50,717580,,,717280.0,717580.0,717580.0,718080.0
YJR154W,YJR154W,10,gene,725784,726824,+,Uncharacterized,1040,725578,,False,725278.0,725578.0,725578.0,726078.0
YJR156C,THI11,10,gene,728574,729596,-,Verified,1022,729596,,,729596.0,729896.0,729096.0,729596.0
YJR158W,HXT16,10,gene,732440,734143,+,Verified,1703,732440,,,732140.0,732440.0,732440.0,732940.0
YJR159W,SOR1,10,gene,736044,737117,+,Verified,1073,736044,,,735744.0,736044.0,736044.0,736544.0
YJR160C,MPH3,10,gene,738008,739816,-,Verified,1808,739816,,,739816.0,740116.0,739316.0,739816.0
YKL222C,YKL222C,11,gene,3503,5620,-,Verified,2117,5764,3208.0,False,5764.0,6064.0,5264.0,5764.0
YKL187C,YKL187C,11,gene,89284,91536,-,Uncharacterized,2252,91189,89130.0,False,91189.0,91489.0,90689.0,91189.0
YKL183C-A,YKL183C-A,11,gene,98395,98607,-,Uncharacterized,212,98607,,,98607.0,98907.0,98107.0,98607.0
YKL162C,YKL162C,11,gene,147630,148838,-,Uncharacterized,1208,148923,147490.0,False,148923.0,149223.0,148423.0,148923.0
YKL151C,YKL151C,11,gene,164917,165930,-,Uncharacterized,1013,165997,164813.0,False,165997.0,166297.0,165497.0,165997.0
YKL133C,YKL133C,11,gene,191679,193070,-,Uncharacterized,1391,193099,191517.0,False,193099.0,193399.0,192599.0,193099.0
YKL107W,YKL107W,11,gene,236141,237070,+,Uncharacterized,929,236141,,,235841.0,236141.0,236141.0,236641.0
YKL106C-A,YKL106C-A,11,gene,237147,237266,-,Uncharacterized,119,237263,,False,237263.0,237563.0,236763.0,237263.0
YKL105C,YKL105C,11,gene,239185,242583,-,Uncharacterized,3398,242783,238954.0,False,242783.0,243083.0,242283.0,242783.0
YKL100C,YKL100C,11,gene,253697,255460,-,Uncharacterized,1763,255468,253457.0,False,255468.0,255768.0,254968.0,255468.0
YKL096C-B,YKL096C-B,11,gene,259073,259222,-,Uncharacterized,149,259222,,,259222.0,259522.0,258722.0,259222.0
YKL091C,YKL091C,11,gene,269718,270650,-,Verified,932,270682,269624.0,False,270682.0,270982.0,270182.0,270682.0
YKL077W,YKL077W,11,gene,291453,292631,+,Uncharacterized,1178,291402,292834.0,False,291102.0,291402.0,291402.0,291902.0
YKL075C,YKL075C,11,gene,292956,294308,-,Uncharacterized,1352,294394,292698.0,False,294394.0,294694.0,293894.0,294394.0
YKL071W,YKL071W,11,gene,305114,305884,+,Uncharacterized,770,305114,,,304814.0,305114.0,305114.0,305614.0
YKL070W,YKL070W,11,gene,306211,306720,+,Uncharacterized,509,306211,,,305911.0,306211.0,306211.0,306711.0
YKL069W,YKL069W,11,gene,307285,307827,+,Verified,542,307278,307890.0,False,306978.0,307278.0,307278.0,307778.0
YKL068W-A,YKL068W-A,11,gene,309206,309442,+,Uncharacterized,236,309162,309777.0,False,308862.0,309162.0,309162.0,309662.0
YKL065W-A,YKL065W-A,11,gene,315954,316175,+,Uncharacterized,221,315990,316444.0,False,315690.0,315990.0,315990.0,316490.0
YKL063C,YKL063C,11,gene,321015,321518,-,Uncharacterized,503,321676,320845.0,False,321676.0,321976.0,321176.0,321676.0
YKL050C,YKL050C,11,gene,342852,345620,-,Verified,2768,345620,,,345620.0,345920.0,345120.0,345620.0
YKL047W,YKL047W,11,gene,349463,351013,+,Uncharacterized,1550,349433,351211.0,False,349133.0,349433.0,349433.0,349933.0
YKL033W-A,YKL033W-A,11,gene,374505,375215,+,Uncharacterized,710,374430,375286.0,False,374130.0,374430.0,374430.0,374930.0
YKL027W,YKL027W,11,gene,387562,388905,+,Verified,1343,387506,389023.0,False,387206.0,387506.0,387506.0,388006.0
YKL023C-A,YKL023C-A,11,gene,393146,393373,-,Uncharacterized,227,393366,,False,393366.0,393666.0,392866.0,393366.0
YKL023W,YKL023W,11,gene,393721,394554,+,Uncharacterized,833,393690,394708.0,False,393390.0,393690.0,393690.0,394190.0
YKL018C-A,YKL018C-A,11,gene,403580,403879,-,Uncharacterized,299,403921,403518.0,False,403921.0,404221.0,403421.0,403921.0
YKR005C,YKR005C,11,gene,448521,450167,-,Uncharacterized,1646,450167,,,450167.0,450467.0,449667.0,450167.0
YKR011C,YKR011C,11,gene,461635,462696,-,Uncharacterized,1061,462805,461525.0,False,462805.0,463105.0,462305.0,462805.0
YKR015C,YKR015C,11,gene,466961,468667,-,Uncharacterized,1706,468667,,,468667.0,468967.0,468167.0,468667.0
YKR017C,YKR017C,11,gene,471694,473349,-,Uncharacterized,1655,473457,471490.0,False,473457.0,473757.0,472957.0,473457.0
YKR018C,YKR018C,11,gene,473723,475900,-,Uncharacterized,2177,475929,473571.0,False,475929.0,476229.0,475429.0,475929.0
YKR023W,YKR023W,11,gene,483419,485011,+,Uncharacterized,1592,483372,485071.0,False,483072.0,483372.0,483372.0,483872.0
YKR041W,YKR041W,11,gene,518198,518950,+,Uncharacterized,752,518193,,False,517893.0,518193.0,518193.0,518693.0
YKR043C,YKR043C,11,gene,520897,521712,-,Verified,815,521745,520781.0,False,521745.0,522045.0,521245.0,521745.0
YKR045C,YKR045C,11,gene,523418,523969,-,Uncharacterized,551,523998,523298.0,False,523998.0,524298.0,523498.0,523998.0
YKR051W,YKR051W,11,gene,530946,532202,+,Uncharacterized,1256,530820,532293.0,False,530520.0,530820.0,530820.0,531320.0
YKR070W,YKR070W,11,gene,573574,574632,+,Uncharacterized,1058,573568,574763.0,False,573268.0,573568.0,573568.0,574068.0
YKR075C,YKR075C,11,gene,579827,580750,-,Uncharacterized,923,580794,579705.0,False,580794.0,581094.0,580294.0,580794.0
YKR078W,YKR078W,11,gene,584952,586709,+,Verified,1757,584962,586753.0,False,584662.0,584962.0,584962.0,585462.0
YKR096W,YKR096W,11,gene,626793,630380,+,Verified,3587,626574,630491.0,False,626274.0,626574.0,626574.0,627074.0
YKR104W,YKR104W,11,gene,656836,657756,+,Verified,920,656836,,,656536.0,656836.0,656836.0,657336.0
YKR106W,YKR106W,11,gene,661442,663289,+,Uncharacterized,1847,661442,,,661142.0,661442.0,661442.0,661942.0
YLL067C,YLL067C,12,gene,585,4301,-,Uncharacterized,3716,5226,407.0,False,5226.0,5526.0,4726.0,5226.0
YLL066W-B,YLL066W-B,12,gene,5605,5775,+,Uncharacterized,170,5605,,,5305.0,5605.0,5605.0,6105.0
YLL066C,YLL066C,12,gene,6120,9836,-,Uncharacterized,3716,10753,6044.0,False,10753.0,11053.0,10253.0,10753.0
YLL058W,YLL058W,12,gene,23569,25296,+,Uncharacterized,1727,23477,25381.0,False,23177.0,23477.0,23477.0,23977.0
YLL056C,YLL056C,12,gene,27409,28305,-,Uncharacterized,896,28048,27289.0,False,28048.0,28348.0,27548.0,28048.0
YLL054C,YLL054C,12,gene,32673,35204,-,Uncharacterized,2531,35256,32314.0,False,35256.0,35556.0,34756.0,35256.0
YLL053C,YLL053C,12,gene,35503,35961,-,Uncharacterized,458,35961,,,35961.0,36261.0,35461.0,35961.0
YLL032C,YLL032C,12,gene,74270,76747,-,Verified,2477,76853,73953.0,False,76853.0,77153.0,76353.0,76853.0
YLL007C,YLL007C,12,gene,134302,136299,-,Uncharacterized,1997,136376,134125.0,False,136376.0,136676.0,135876.0,136376.0
YLL006W-A,YLL006W-A,12,gene,136345,136521,+,Uncharacterized,176,136345,,,136045.0,136345.0,136345.0,136845.0
YLR001C,YLR001C,12,gene,151389,153977,-,Uncharacterized,2588,154009,151334.0,False,154009.0,154309.0,153509.0,154009.0
YLR012C,YLR012C,12,gene,169982,170281,-,Uncharacterized,299,170281,,,170281.0,170581.0,169781.0,170281.0
YLR030W,YLR030W,12,gene,203290,204081,+,Uncharacterized,791,203290,,,202990.0,203290.0,203290.0,203790.0
YLR031W,YLR031W,12,gene,204225,204785,+,Uncharacterized,560,204225,,,203925.0,204225.0,204225.0,204725.0
YLR036C,YLR036C,12,gene,221521,222132,-,Uncharacterized,611,222186,221354.0,False,222186.0,222486.0,221686.0,222186.0
YLR040C,YLR040C,12,gene,228908,229582,-,Uncharacterized,674,229716,228777.0,False,229716.0,230016.0,229216.0,229716.0
YLR042C,YLR042C,12,gene,229966,230451,-,Uncharacterized,485,230533,229861.0,False,230533.0,230833.0,230033.0,230533.0
YLR046C,YLR046C,12,gene,238001,238813,-,Uncharacterized,812,238982,237966.0,False,238982.0,239282.0,238482.0,238982.0
YLR049C,YLR049C,12,gene,243886,245172,-,Uncharacterized,1286,245364,243740.0,False,245364.0,245664.0,244864.0,245364.0
YLR050C,YLR050C,12,gene,245587,246072,-,Uncharacterized,485,246084,245483.0,False,246084.0,246384.0,245584.0,246084.0
YLR053C,YLR053C,12,gene,248100,248426,-,Uncharacterized,326,248426,,,248426.0,248726.0,247926.0,248426.0
YLR057W,YLR057W,12,gene,255306,257855,+,Uncharacterized,2549,255242,257942.0,False,254942.0,255242.0,255242.0,255742.0
YLR063W,YLR063W,12,gene,264157,265254,+,Uncharacterized,1097,264234,265619.0,False,263934.0,264234.0,264234.0,264734.0
YLR065C,YLR065C,12,gene,266373,266918,-,Uncharacterized,545,266951,266262.0,False,266951.0,267251.0,266451.0,266951.0
YLR072W,YLR072W,12,gene,278862,280943,+,Uncharacterized,2081,278843,280997.0,False,278543.0,278843.0,278843.0,279343.0
YLR077W,FMP25,12,gene,283872,285623,+,Verified,1751,283842,285781.0,False,283542.0,283842.0,283842.0,284342.0
YLR099W-A,YLR099W-A,12,gene,341325,341588,+,Uncharacterized,263,341292,341648.0,False,340992.0,341292.0,341292.0,341792.0
YLR108C,YLR108C,12,gene,366667,368124,-,Uncharacterized,1457,368185,366526.0,False,368185.0,368485.0,367685.0,368185.0
YLR118C,YLR118C,12,gene,384725,385408,-,Verified,683,385444,384623.0,False,385444.0,385744.0,384944.0,385444.0
YLR125W,YLR125W,12,gene,393484,393894,+,Uncharacterized,410,393484,,,393184.0,393484.0,393484.0,393984.0
YLR126C,YLR126C,12,gene,394765,395520,-,Uncharacterized,755,395600,394694.0,False,395600.0,395900.0,395100.0,395600.0
YLR132C,YLR132C,12,gene,407283,408155,-,Uncharacterized,872,408241,407172.0,False,408241.0,408541.0,407741.0,408241.0
YLR137W,YLR137W,12,gene,417006,418109,+,Uncharacterized,1103,416989,418152.0,False,416689.0,416989.0,416989.0,417489.0
YLR143W,YLR143W,12,gene,427329,429386,+,Uncharacterized,2057,427319,429702.0,False,427019.0,427319.0,427319.0,427819.0
YLR146W-A,YLR146W-A,12,gene,433870,434058,+,Uncharacterized,188,433871,434119.0,False,433571.0,433871.0,433871.0,434371.0
YLR149C,YLR149C,12,gene,437631,439823,-,Uncharacterized,2192,439823,,,439823.0,440123.0,439323.0,439823.0
YLR152C,YLR152C,12,gene,442958,444688,-,Uncharacterized,1730,444836,442771.0,False,444836.0,445136.0,444336.0,444836.0
YLR154W-C,TAR1,12,gene,454696,455070,+,Verified,374,454696,,,454396.0,454696.0,454696.0,455196.0
YLR154C-G,YLR154C-G,12,gene,462522,462671,-,Uncharacterized,149,462671,,,462671.0,462971.0,462171.0,462671.0
YLR154C-H,YLR154C-H,12,gene,468827,468958,-,Uncharacterized,131,468958,,,468958.0,469258.0,468458.0,468958.0
YLR155C,ASP3-1,12,gene,469317,470405,-,Verified,1088,470405,,,470405.0,470705.0,469905.0,470405.0
YLR156W,YLR156W,12,gene,472113,472457,+,Uncharacterized,344,472113,,,471813.0,472113.0,472113.0,472613.0
YLR156C-A,YLR156C-A,12,gene,472479,472610,-,Uncharacterized,131,472610,,,472610.0,472910.0,472110.0,472610.0
YLR157C,ASP3-2,12,gene,472969,474057,-,Verified,1088,474170,472886.0,False,474170.0,474470.0,473670.0,474170.0
YLR157W-D,YLR157W-D,12,gene,475764,475976,+,Uncharacterized,212,475764,,,475464.0,475764.0,475764.0,476264.0
YLR157W-E,YLR157W-E,12,gene,481873,482037,+,Uncharacterized,164,481799,482097.0,False,481499.0,481799.0,481799.0,482299.0
YLR157C-C,YLR157C-C,12,gene,482059,482190,-,Uncharacterized,131,482190,,,482190.0,482490.0,481690.0,482190.0
YLR158C,ASP3-3,12,gene,482549,483637,-,Verified,1088,483637,,,483637.0,483937.0,483137.0,483637.0
YLR159W,YLR159W,12,gene,485345,485689,+,Uncharacterized,344,485345,,,485045.0,485345.0,485345.0,485845.0
YLR159C-A,YLR159C-A,12,gene,485711,485842,-,Uncharacterized,131,485842,,,485842.0,486142.0,485342.0,485842.0
YLR160C,ASP3-4,12,gene,486201,487289,-,Verified,1088,487554,486118.0,False,487554.0,487854.0,487054.0,487554.0
YLR161W,YLR161W,12,gene,488997,489341,+,Uncharacterized,344,488997,,,488697.0,488997.0,488997.0,489497.0
YLR162W,YLR162W,12,gene,489573,489929,+,Verified,356,489573,,,489273.0,489573.0,489573.0,490073.0
YLR164W,YLR164W,12,gene,493883,494389,+,Verified,506,493883,,,493583.0,493883.0,493883.0,494383.0
YLR173W,YLR173W,12,gene,502421,504247,+,Uncharacterized,1826,502341,504612.0,False,502041.0,502341.0,502341.0,502841.0
YLR177W,YLR177W,12,gene,511054,512940,+,Uncharacterized,1886,510888,513015.0,False,510588.0,510888.0,510888.0,511388.0
YLR179C,YLR179C,12,gene,514108,514713,-,Verified,605,514765,514004.0,False,514765.0,515065.0,514265.0,514765.0
