Gene_ID,Gene_name,Fourier_score,P_value,FDR,Cell_cycle_phase
YHR051W,COX6,8.17752854,0.00089,0.00726292,G1
YMR158W,MRPS8,8.006653899,0.00089,0.00726292,S
YNL146C-A,YNL146C-A,8.270862044,0.00089,0.00726292,G1
YNR007C,ATG3,8.046285733,0.00089,0.00726292,G1
YBR180W,DTR1,7.748513575,9.00E-04,0.007333819,S
YAR018C,KIN3,8.036158715,0.00091,0.007372319,G2/M
YDR013W,PSF1,8.005029979,0.00091,0.007372319,G1
YDR197W,CBS2,8.006258641,0.00091,0.007372319,G1
YER167W,BCK2,8.361827423,0.00091,0.007372319,G1
YDL220C,CDC13,7.849824883,0.00092,0.007399712,G1
YER149C,PEA2,7.748326804,0.00092,0.007399712,G1
YKL124W,SSH4,8.042213119,0.00092,0.007399712,G1
YLR457C,NBP1,7.735747473,0.00092,0.007399712,G1
YNL231C,PDR16,7.486725721,0.00092,0.007399712,G1
YBR088C,POL30,7.673032,0.00093,0.007437339,G1
YER046W,SPO73,8.051848558,0.00093,0.007437339,G1
YGL225W,VRG4,7.86186299,0.00093,0.007437339,S
YMR098C,ATP25,8.207109994,0.00093,0.007437339,S
YMR193W,MRPL24,8.090251109,0.00094,0.007495863,S
YNL242W,ATG2,8.133033705,0.00094,0.007495863,G1
YGR174C,CBP4,8.122117306,0.00095,0.007554054,G1
YMR261C,TPS3,7.887969167,0.00095,0.007554054,G1
YML102W,CAC2,7.947361835,0.00096,0.007611915,G1
YOR176W,HEM15,8.009173072,0.00096,0.007611915,G1
YNL068C,FKH2,8.228705971,0.00097,0.007680312,S/G2
YBR187W,GDT1,8.267223715,0.00098,0.007694101,S
YJL013C,MAD3,8.000208321,0.00098,0.007694101,S
YKL154W,SRP102,8.02325456,0.00098,0.007694101,S
YLL051C,FRE6,8.124772543,0.00098,0.007694101,S/G2
YLR392C,ART10,8.370112671,0.00098,0.007694101,G1
YML009C,MRPL39,7.969189951,0.00098,0.007694101,S
YGR119C,NUP57,8.286251525,0.00099,0.007761711,S/G2
YGL066W,SGF73,7.81789571,0.001,0.007774687,G1
YLR083C,EMP70,8.450419812,0.001,0.007774687,S
YNL177C,MRPL22,7.960987918,0.001,0.007774687,S
YNL005C,MRP7,8.113520674,0.001,0.007774687,S
YPL224C,MMT2,7.990336195,0.001,0.007774687,G1
YPR075C,OPY2,8.020267012,0.001,0.007774687,G1
YBL019W,APN2,7.950646155,0.00101,0.007819806,G1
YBR278W,DPB3,7.747664595,0.00101,0.007819806,G1
YKR055W,RHO4,7.869404758,0.00101,0.007819806,S/G2
YDR309C,GIC2,8.123213085,0.00102,0.007886307,G1
YMR257C,PET111,8.327439796,0.00103,0.007941655,S
YNL283C,WSC2,8.187027982,0.00103,0.007941655,S
YOR373W,NUD1,8.239647938,0.00104,0.008007713,G1
YDR033W,MRH1,8.194075943,0.00105,0.0080625,M/G1
YPR095C,SYT1,8.078199579,0.00105,0.0080625,G1
YLL022C,HIF1,7.587238307,0.00106,0.008128121,S
YER113C,TMN3,7.848796484,0.00107,0.008182353,G1
YHR147C,MRPL6,8.104943125,0.00107,0.008182353,S
YDR122W,KIN1,7.869984413,0.00108,0.008225068,G1
YOL031C,SIL1,7.834743646,0.00108,0.008225068,G1
YPL195W,APL5,8.14687204,0.00108,0.008225068,G1
YBR123C,TFC1,7.542435534,0.00109,0.008267436,S/G2
YNL258C,DSL1,8.049458962,0.00109,0.008267436,G1
YOR045W,TOM6,7.996346689,0.00109,0.008267436,S
YOR039W,CKB2,8.08985635,0.0011,0.008331978,S
YCL001W,RER1,7.869653512,0.00112,0.008449123,S
YGR288W,MAL13,8.277748497,0.00112,0.008449123,G1
YBL029W,YBL029W,8.074004636,0.00112,0.008449123,G1
YDR400W,URH1,7.648144416,0.00113,0.008501615,G1
YGR153W,YGR153W,8.179528593,0.00113,0.008501615,G1
YJL160C,YJL160C,8.122176348,0.00114,0.008565323,M/G1
YMR155W,YMR155W,8.126476221,0.00115,0.008628859,S
YIL125W,KGD1,7.853139493,0.00116,0.008680589,G1
YMR037C,MSN2,8.063922718,0.00116,0.008680589,S
YKR044W,UIP5,8.175194776,0.00117,0.008743717,S
YPR052C,NHP6A,7.820697231,0.00118,0.008806676,G2/M
YBL059W,YBL059W,7.669877733,0.00119,0.00883413,G1
YGR141W,VPS62,7.881263515,0.00119,0.00883413,G1
YJR112W,NNF1,8.338350718,0.00119,0.00883413,S
YPL100W,ATG21,8.22210931,0.00119,0.00883413,G1
YDR528W,HLR1,6.993129038,0.0012,0.008861295,G1
YKR054C,DYN1,7.659689236,0.0012,0.008861295,S/G2
YLR069C,MEF1,8.019235354,0.0012,0.008861295,S
YNL295W,YNL295W,7.976336668,0.0012,0.008861295,G1
YJL194W,CDC6,7.80873155,0.00122,0.008973421,M/G1
YKL203C,TOR2,7.994203135,0.00122,0.008973421,G2/M
YLR284C,ECI1,8.282182505,0.00122,0.008973421,S
YHR151C,MTC6,7.942422227,0.00123,0.009035085,G2/M
YKR016W,FCJ1,8.065065366,0.00124,0.009096588,G1
YER098W,UBP9,7.502049787,0.00125,0.009110169,G1
YJR118C,ILM1,8.141944031,0.00125,0.009110169,S
YLR404W,FLD1,7.903339446,0.00125,0.009110169,S
YOR086C,TCB1,7.900696715,0.00125,0.009110169,S
YKR009C,FOX2,7.350210076,0.00125,0.009110169,G1
YIL118W,RHO3,7.933224337,0.00126,0.009159168,S
YOR334W,MRS2,7.981717704,0.00126,0.009159168,G1
YIR024C,YIR024C,7.608082878,0.00129,0.009352918,G1
YNR030W,ALG12,8.250181299,0.00129,0.009352918,G1
YDL090C,RAM1,8.116690538,0.0013,0.009364691,G1
YER140W,YER140W,8.087700763,0.0013,0.009364691,G2/M
YKL116C,PRR1,8.207218906,0.0013,0.009364691,G1
YPR111W,DBF20,8.057914524,0.0013,0.009364691,S/G2
YDL239C,ADY3,7.612843721,0.0013,0.009364691,G1
YOR012W,YOR012W,8.162175774,0.00131,0.009424582,S
YHR089C,GAR1,8.136407652,0.00132,0.00946,S/G2
YPR034W,ARP7,8.210974776,0.00132,0.00946,S
YGR110W,CLD1,8.111224964,0.00132,0.00946,G1
YLR234W,TOP3,7.399549228,0.00133,0.009507289,G1
YPR055W,SEC8,7.643935715,0.00133,0.009507289,S
YDR518W,EUG1,7.793760289,0.00134,0.009554337,S
YMR031C,YMR031C,7.991963591,0.00134,0.009554337,G2/M
YDR481C,PHO8,8.127519856,0.00135,0.009588945,G1
YFR007W,YFH7,7.872965613,0.00135,0.009588945,G1
YHR155W,YSP1,7.886093639,0.00135,0.009588945,G1
YER122C,GLO3,7.981894277,0.00136,0.009647716,S
YOL019W,YOL019W,8.104935562,0.00137,0.009694051,G1
YOL011W,PLB3,8.069686185,0.00137,0.009694051,M/G1
YKR101W,SIR1,7.611959625,0.00138,0.009752465,G1
YDR261C,EXG2,8.027038374,0.00139,0.009810732,G1
YFL027C,GYP8,8.180901432,0.00141,0.009939344,G1
YMR166C,YMR166C,7.374102249,0.00142,0.009997229,G1
YKR013W,PRY2,8.194757902,0.00143,0.010042337,NA
YMR204C,INP1,7.536619862,0.00143,0.010042337,NA
YEL004W,YEA4,8.046101863,0.00145,0.010157268,NA
YER032W,FIR1,8.1932197,0.00145,0.010157268,NA
YDR079W,PET100,7.302624694,0.00147,0.010284481,NA
YKL058W,TOA2,8.081680055,0.00148,0.0103415,NA
YAR027W,UIP3,7.912953945,0.00149,0.010385411,NA
YDR379W,RGA2,8.265444503,0.00149,0.010385411,NA
YDR160W,SSY1,8.194959233,0.0015,0.010429104,NA
YKL016C,ATP7,7.703855756,0.0015,0.010429104,NA
YGR062C,COX18,7.788454977,0.00151,0.010472581,NA
YLR454W,FMP27,8.015126673,0.00151,0.010472581,NA
YDL065C,PEX19,7.861002348,0.00152,0.010515842,NA
YMR287C,DSS1,7.880188865,0.00152,0.010515842,NA
YER154W,OXA1,8.184206454,0.00153,0.010558889,NA
YGL143C,MRF1,7.877732771,0.00153,0.010558889,NA
YGL002W,ERP6,8.115832312,0.00156,0.010739409,NA
YHL003C,LAG1,8.050258478,0.00156,0.010739409,NA
YBR098W,MMS4,7.660800873,0.00157,0.010781695,NA
YDL149W,ATG9,7.836113676,0.00157,0.010781695,NA
YDR472W,TRS31,7.72480564,0.00158,0.010810526,NA
YER066W,RRT13,7.714127114,0.00158,0.010810526,NA
YJR034W,PET191,7.784359343,0.00158,0.010810526,NA
YOR209C,NPT1,7.784513424,0.00161,0.011002323,NA
YBR234C,ARC40,7.238344051,0.00162,0.011016788,NA
YGL227W,VID30,7.861723531,0.00162,0.011016788,NA
YNL188W,KAR1,7.670735672,0.00162,0.011016788,NA
YPL027W,SMA1,8.033059462,0.00162,0.011016788,NA
YOR378W,YOR378W,8.04493135,0.00163,0.011071324,NA
YDL141W,BPL1,7.602432422,0.00164,0.011125728,NA
YOR002W,ALG6,7.945464545,0.00165,0.01118,NA
YDL077C,VAM6,8.061645064,0.00166,0.01123414,NA
YGL061C,DUO1,7.76470225,0.00167,0.011274517,NA
YHR129C,ARP1,7.618325793,0.00167,0.011274517,NA
YLR091W,GEP5,7.786580066,0.00168,0.011301083,NA
YML018C,YML018C,7.274435378,0.00168,0.011301083,NA
YOR191W,ULS1,8.01187267,0.00168,0.011301083,NA
YGR223C,HSV2,7.904490897,0.00169,0.011354688,NA
YLL015W,BPT1,7.833992753,0.0017,0.011394484,NA
YPL209C,IPL1,7.390284269,0.0017,0.011394484,NA
YOR126C,IAH1,8.012953924,0.00171,0.011447784,NA
YBL085W,BOI1,8.053239618,0.00173,0.011499049,NA
YBR237W,PRP5,7.927754833,0.00173,0.011499049,NA
YFL036W,RPO41,8.419275487,0.00173,0.011499049,NA
YHR067W,HTD2,7.83827158,0.00173,0.011499049,NA
YIL126W,STH1,8.100944511,0.00173,0.011499049,NA
YMR224C,MRE11,8.258511383,0.00173,0.011499049,NA
YHR061C,GIC1,7.954437594,0.00176,0.011684561,NA
YEL020W-A,TIM9,8.204981595,0.00177,0.011709231,NA
YHL044W,YHL044W,7.656929762,0.00177,0.011709231,NA
YKL137W,CMC1,7.960602311,0.00177,0.011709231,NA
YLR373C,VID22,7.921056793,0.00179,0.011813577,NA
YMR216C,SKY1,7.930418006,0.00179,0.011813577,NA
YCL016C,DCC1,7.924748295,0.0018,0.011865566,NA
YDL005C,MED2,7.949251799,0.00183,0.012020799,NA
YDR179W-A,YDR179W-A,8.048254755,0.00183,0.012020799,NA
YHR039C,MSC7,7.891301581,0.00183,0.012020799,NA
YDR346C,SVF1,8.28577989,0.00184,0.012058148,NA
YGL022W,STT3,7.881718424,0.00184,0.012058148,NA
YOR158W,PET123,7.685469625,0.00185,0.012109485,NA
YAL023C,PMT2,8.006218443,0.00187,0.01219755,NA
YDR347W,MRP1,7.802636519,0.00187,0.01219755,NA
YPL121C,MEI5,7.921627274,0.00187,0.01219755,NA
YDR194C,MSS116,7.849745128,0.00189,0.012213988,NA
YGR275W,RTT102,7.578793693,0.00189,0.012213988,NA
YLR266C,PDR8,7.887921348,0.00188,0.012213988,NA
YLR372W,SUR4,8.072531882,0.00189,0.012213988,NA
YLR395C,COX8,8.105504346,0.00189,0.012213988,NA
YOR066W,MSA1,7.709902938,0.00189,0.012213988,NA
YBR015C,MNN2,7.750630292,0.00188,0.012213988,NA
YBR298C,MAL31,7.797675424,0.00188,0.012213988,NA
YLL004W,ORC3,7.620570866,0.0019,0.012236175,NA
YLR005W,SSL1,7.523467019,0.0019,0.012236175,NA
YNL084C,END3,7.977552516,0.0019,0.012236175,NA
YIR009W,MSL1,7.214105101,0.00194,0.012479402,NA
YOL025W,LAG2,7.918195407,0.00196,0.012593563,NA
YML110C,COQ5,7.306684953,0.00197,0.012614318,NA
YMR307W,GAS1,8.057218924,0.00197,0.012614318,NA
YOR368W,RAD17,7.279974752,0.00197,0.012614318,NA
YGR112W,SHY1,7.470384124,0.00199,0.012727803,NA
YBR007C,DSF2,7.851298061,0.00201,0.012797153,NA
YBR204C,YBR204C,7.757265296,0.00201,0.012797153,NA
YDL073W,YDL073W,8.135538378,0.00201,0.012797153,NA
YOR090C,PTC5,7.925910117,0.00201,0.012797153,NA
YPL264C,YPL264C,7.83634862,0.00202,0.012846189,NA
YBR255C-A,YBR255C-A,7.640964037,0.00203,0.012895114,NA
YIL007C,NAS2,7.294237645,0.00205,0.013007378,NA
YBR049C,REB1,7.847324811,0.00206,0.013056009,NA
YDR331W,GPI8,7.679217236,0.00209,0.013216176,NA
YLR097C,HRT3,7.62154361,0.00209,0.013216176,NA
YBR066C,NRG2,7.911116218,0.00211,0.013327571,NA
YDL202W,MRPL11,7.537352455,0.00213,0.013423563,NA
YOR114W,YOR114W,7.496788014,0.00213,0.013423563,NA
YDR069C,DOA4,8.027991077,0.00214,0.013456243,NA
YDR138W,HPR1,7.799546539,0.00214,0.013456243,NA
YML124C,TUB3,8.040882326,0.00215,0.013488777,NA
YNL291C,MID1,7.659450791,0.00215,0.013488777,NA
YDL006W,PTC1,7.745970027,0.00216,0.013521165,NA
YHR178W,STB5,8.086859945,0.00216,0.013521165,NA
YGR089W,NNF2,7.976064639,0.00218,0.01360067,NA
YMR163C,INP2,7.877844229,0.00218,0.01360067,NA
YNL278W,CAF120,7.875957831,0.00218,0.01360067,NA
YPL277C,YPL277C,7.650979329,0.00219,0.013647826,NA
YDR342C,HXT7,7.232550753,0.00221,0.013757127,NA
YBR023C,CHS3,7.724258548,0.00223,0.013850778,NA
YPL227C,ALG5,7.618651148,0.00223,0.013850778,NA
YBR176W,ECM31,7.480869945,0.00225,0.013928571,NA
YGL035C,MIG1,8.070317622,0.00225,0.013928571,NA
YOL071W,EMI5,7.598570144,0.00225,0.013928571,NA
YGR028W,MSP1,7.695520462,0.00227,0.014036836,NA
YCL051W,LRE1,7.778769165,0.00228,0.01406755,NA
YJL073W,JEM1,7.135335473,0.00228,0.01406755,NA
YGL080W,FMP37,7.558301199,0.00229,0.014113671,NA
YDR311W,TFB1,6.739244087,0.00231,0.014221256,NA
YOR195W,SLK19,7.72925443,0.00232,0.014267107,NA
YHR132W-A,IGO2,7.863048091,0.00233,0.014312857,NA
YPR010C-A,YPR010C-A,7.24445192,0.00234,0.014358507,NA
YDR147W,EKI1,7.835113048,0.00236,0.014433698,NA
YFL054C,YFL054C,7.960701922,0.00236,0.014433698,NA
YJL072C,PSF2,7.477043878,0.00236,0.014433698,NA
YDL017W,CDC7,7.538900874,0.00237,0.01446321,NA
YOR132W,VPS17,7.138602727,0.00237,0.01446321,NA
YDR386W,MUS81,7.513122028,0.00238,0.014508397,NA
YEL031W,SPF1,7.913521337,0.00239,0.01453765,NA
YJR121W,ATP2,7.754895526,0.00239,0.01453765,NA
YMR089C,YTA12,7.834493601,0.0024,0.014582609,NA
YDL027C,YDL027C,7.127553649,0.00241,0.014611605,NA
YLR371W,ROM2,7.603994177,0.00241,0.014611605,NA
YML117W,NAB6,7.938612856,0.00242,0.014656338,NA
YDR430C,CYM1,7.703220319,0.00243,0.014685081,NA
YPL040C,ISM1,7.848766001,0.00243,0.014685081,NA
YDR055W,PST1,7.997299106,0.00244,0.0147137,NA
YGL013C,PDR1,7.676408264,0.00244,0.0147137,NA
YLR021W,IRC25,7.952181892,0.00245,0.014726344,NA
YOL103W,ITR2,7.898569778,0.00245,0.014726344,NA
